Title,Description,Keywords,event,neg_event,Answer.commentbox,Answer.otherppl,Answer.owant4a,Answer.owant4b,Answer.owant4c,Answer.owant4d,Answer.submitButtonTimer,Answer.xdo,Answer.xneed2a,Answer.xneed2b,Answer.xneed2c,Answer.xneed2d,Answer.xwant3a,Answer.xwant3b,Answer.xwant3c,Answer.xwant3d,Approve,Reject
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a burger,PersonX gets a yogurt.,{},no,{},{},{},{},22.716,yes,go to the store,have money,{},{},eat the yogurt,buy some more yogurt,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY an f,Personx gives persony a passing grade,{},yes,to grade the next student's work.,to congratulate Person Y.,to give Person Y feedback on what they can improve on.,{},216.956,yes,to go over Person Y's assignments.,to tally up the score on Person Y's work.,to summon Person Y to their desk.,{},to celebrate with friends.,to show their parents their grade.,to gloat about their good grade.,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY an f,Personx gives persony a passing grade,{},yes,to go to college,to party all the time,{},{},43.474,yes,to grade personY's paper,to determine it is an adequate paper,{},{},to congratulate personY,to never see personY again,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices really hard,PersonX is lazy about practicing,no,no,{},{},{},{},172.713,yes,to clean the room,to play video games,{},{},to be active,to work hard,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices really hard,PersonX is lazy about practicing,{},no,{},{},{},{},27.774,no,{},{},{},{},get more motivated,apply themselves,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves riding PersonX's bike,PersonX hates riding PersonX's bike.,{},no,{},{},{},{},74.015,no,{},{},{},{},to sell the bike,to destroy the bike,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves riding PersonX's bike,PersonX hates riding PersonX's bike.,{},no,{},{},{},{},24.866,yes,ride the bike,develop a dislike for riding,{},{},avoid riding the bike,get a new bike,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very lucky,PersonX's luck has run out,{},no,{},{},{},{},36.505,no,{},{},{},{},find more luck,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very lucky,PersonX's luck has run out,{},no,{},{},{},{},29.784,no,{},{},{},{},find good fortune,wait for good things to happen,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY children,PersonX is unable to have PersonY's children,{},yes,to reassure their partner,to look up a solution on the computer,{},{},68.729,yes,to attempt to make a baby,to confirm the situation with their doctor,{},{},to adopt children,to check out the foster home,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY children,PersonX is unable to have PersonY's children,{},yes,get another person to have their baby,to forget the experience,{},{},427.615,yes,to meet person y,to have sex,{},{},to leave immediately,to go have fun,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX moves out on PersonX's own,PersonX moves in with PersonY,{},no,{},{},{},{},5.403,no,{},{},{},{},to be nice,to be uplifting,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX moves out on PersonX's own,PersonX moves in with PersonY,{},yes,Person X to feel comfortable.,to help Person X unpack.,{},{},259.478,yes,to transport all of their belongings to Person Y's place.,to accept the invitation to move in with Person Y.,to pack up all of their belongings.,to hire a moving company.,to unpack all of their belongings.,to transfer all of their utilities to the new place.,to change their address at the post office.,to change their address on their I.D.,,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a call,PersonX makes a call,{},no,{},{},{},{},75.236,yes,grabs their cell phone,charges cell phone,{},{},put phone in charger,listen to voicemails,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a call,PersonX makes a call,{},no,{},{},{},{},144.298,no,{},{},{},{},to speak out,to inform,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves riding PersonY's bike,PersonX hates riding PersonY's bike,{},no,{},{},{},{},44.601,no,{},{},{},{},to cause problems,to express negative feelings,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves riding PersonY's bike,PersonX hates riding PersonY's bike,{},yes,to laugh at personx,to encourage personx,{},{},32.914,no,{},{},{},{},to buy their own bike,to get training wheels,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY children,PersonX takes PersonY children,{},yes,to call the police,to find their children,{},{},27.273,yes,to go to personY's house,to grab their children,{},{},to go on the run,to evade police,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY children,PersonX takes PersonY children,{},yes,thank personX,return the favor,{},{},27.196,yes,pick the children up,make plans,{},{},bring the children home,be thanked,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very nervous,PersonX is calm and confident.,{},no,{},{},{},{},144.133,no,{},{},{},{},to win the game,to determine,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very nervous,PersonX is calm and confident.,{},no,{},{},{},{},8.908,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a call,PersonX doesn't answer the call.,{},yes,someone to help them,to find assistance,{},{},136.845,yes,to receive the call,to see an opportunity to help,{},{},to blend in with the crowd,to hide,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a call,PersonX doesn't answer the call.,{},no,{},{},{},{},35.193,no,{},{},{},{},busy,talk later,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves riding PersonY's bike,PersonX loves driving PersonY's car.,{},yes,to sell Person X their car.,to get their car back from person X.,{},{},100.7,yes,to take person Y's car for a test drive.,to borrow Person Y's car.,{},{},to buy a car like person Y's.,to borrow person Y's car more often.,to buy person Y's car off them.,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves riding PersonY's bike,PersonX loves driving PersonY's car.,{},yes,to file a police report,to go to a repair man,{},{},169.101,yes,to steal the keys,to open the garage,{},{},to return the vehicle,to get the vehicle cleaned,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices singing,PersonX is too shy to sing,{},no,{},{},{},{},38.417,no,{},{},{},{},get away,convince someone else to sing,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices singing,PersonX is too shy to sing,{},no,{},{},{},{},15.384,no,{},{},{},{},to hide in the corder,to avoid shame,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX moves out on PersonX's own,PersonX moves out on PersonX's friends,{},no,{},{},{},{},19.911,no,{},{},{},{},to live on their own,to gain independance,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX moves out on PersonX's own,PersonX moves out on PersonX's friends,{},no,{},{},{},{},36.137,yes,find a place,plan the move,{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY confidence,PersonX puts PersonY down,{},yes,to kill personx,to harm personx,{},{},63.676,no,{},{},{},{},to have power,to be a bully,{},{},,
