Title,Description,Keywords,event0,event1,event2,Answer.feedback,Answer.input_event,Answer.q1-obj-use1,Answer.q1-obj-use2,Answer.q1-obj-use3,Answer.q1-obj-use4,Answer.q1-obj1,Answer.q1-obj2,Answer.q1-obj3,Answer.q1-obj4,Answer.q2-obj-use1,Answer.q2-obj-use2,Answer.q2-obj-use3,Answer.q2-obj-use4,Answer.q2-obj1,Answer.q2-obj2,Answer.q2-obj3,Answer.q2-obj4,Answer.q3-obj-use1,Answer.q3-obj-use2,Answer.q3-obj-use3,Answer.q3-obj-use4,Answer.q3-obj1,Answer.q3-obj2,Answer.q3-obj3,Answer.q3-obj4,Answer.req-obj1-na,Answer.req-obj1-sense,Answer.req-obj2-na,Answer.req-obj2-sense,Answer.req-obj3-na,Answer.req-obj3-sense,Approve,Reject
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives candy to PersonY's brother,PersonX gives her back a massage,PersonX takes car to the mechanic,{},PersonX gives candy to PersonY|PersonX gives her back a massage|PersonX takes car to the mechanic,give the person,hand them over,{},{},candy,hands,{},{},{},{},{},{},{},{},{},{},fuel the car,give to the mechanic,{},{},gas,car,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX dominates every animal,PersonX gives dog some milk,PersonX prohibits drugs in the territories,Q3 makes sense independently if you recognise territories.,PersonX dominates every animal|PersonX gives dog some milk|PersonX prohibits drugs in the territories,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX earns dollars to pay,PersonX prevents the bee from making,PersonX gives PersonY's girlfriend candy,{},PersonX earns dollars to pay|PersonX prevents the bee from making|PersonX gives PersonY,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},receive the candy,gift to PersonY's girlfriend,{},{},Person Y's girlfiend,candy,{},{},,0.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays guitar perfectly,PersonX brings the box into line,PersonX takes the pizza into account,{},PersonX plays guitar perfectly|PersonX brings the box into line|PersonX takes the pizza into account,practice with,strum chords,read what notes to play,{},a guitar,a guitar pick,a musical sheet,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX has pie eating contest,PersonX goes fishing crab,PersonX strikes love into the hearts,{},PersonX has pie eating contest|PersonX goes fishing crab|PersonX strikes love into the hearts,use for a  competition,put the pastries on,{},{},pastry,plates,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts dinner in the microwave,PersonX gathers together fruit,PersonX leaves the bar soon,{},PersonX puts dinner in the microwave|PersonX gathers together fruit|PersonX leaves the bar soon,put into the microwave,power the microwave,{},{},food,outlet,{},{},hold fruits together,to collect,{},{},container,fruits,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX learns the Cleronet by heart,PersonX uses kleenex every day,PersonX comprehends every pamphlet,{},PersonX learns the Cleronet by heart|PersonX uses kleenex every day|PersonX comprehends every pamphlet,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX raises PersonX's hand to be heard,PersonX walks the dog after school,PersonX puts milk in PersonY's bag,{},PersonX raises PersonX|PersonX walks the dog after school|PersonX puts milk in PersonY,{},{},{},{},{},{},{},{},lead the canine,clean up after the pooch,{},{},leash,bags,{},{},put carton in,carry bottle in,{},{},container,sack,{},{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX orders toys from amazon,PersonX gets roses afterwards,PersonX measures a barrel in diameter,Thank you!,PersonX orders toys from amazon|PersonX gets roses afterwards|PersonX measures a barrel in diameter,look over items to purchase,to buy items,{},{},device,money,{},{},{},{},{},{},{},{},{},{},measure diameter of barrel,{},{},{},tape measure,{},{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX keeps the house in condition,PersonX leaves the school soon,PersonX expects goats in return,{},PersonX keeps the house in condition|PersonX leaves the school soon|PersonX expects goats in return,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX purchases drinks at prices,PersonX uses table to support,PersonX pays voucher back,{},PersonX purchases drinks at prices|PersonX uses table to support|PersonX pays voucher back,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX fights PersonX's lion alone,PersonX purchases grapes from the store,PersonX saves the patient 's medicine,{},PersonX fights PersonX|PersonX purchases grapes from the store|PersonX saves the patient,{},{},{},{},{},{},{},{},pay for grapes,ring up grapes,{},{},money,register,{},{},hold medication,hold medication,{},{},bottle,case,{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX pushes PersonY's box far,PersonX sees birds in the window,PersonX orders beans from amazon,{},PersonX pushes PersonY|PersonX sees birds in the window|PersonX orders beans from amazon,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},order beans,order beans,{},{},a computer,cash,{},{},0.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX earns slips to pay,PersonX cooks potatoes perfectly,PersonX accidentally spilled oil,{},PersonX earns slips to pay|PersonX cooks potatoes perfectly|PersonX accidentally spilled oil,{},{},{},{},{},{},{},{},boil potatoes,heat potatoes,remove potato skins,{},pot,oven,peeler,{},hold oil,hold oil,{},{},can,container,{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts a bracelet on PersonX's wrist,PersonX drives atv fast,PersonX regards the building as one,{},PersonX puts a bracelet on PersonX|PersonX drives atv fast|PersonX regards the building as one,place on their wrist,place the bracelet on,{},{},bracelet,wrist,{},{},drive around,drive the ATV on,{},{},ATV,location,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX publishes every magazine,PersonX gives the picture a appearance,PersonX pulls mussels out of the water,{},PersonX publishes every magazine|PersonX gives the picture a appearance|PersonX pulls mussels out of the water,print every magazine,be published,{},{},a printer,every magazine,{},{},{},{},{},{},{},{},{},{},put the mussels in,dig for mussels,{},{},a bucket,a shovel,{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes an umbrella to the beach,PersonX puts PersonY's toys away,PersonX puts feather under PersonX's pillow,{},PersonX takes an umbrella to the beach|PersonX puts PersonY|PersonX puts feather under PersonX,{},{},{},{},{},{},{},{},put toys away,put toys away,{},{},a container,box,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts papers in PersonY's backpack,PersonX performs PersonX's play in a manner,PersonX takes drinks to dinner,{},PersonX puts papers in PersonY|PersonX performs PersonX|PersonX takes drinks to dinner,open backpack,hold paper,{},{},zipper,binder,{},{},{},{},{},{},{},{},{},{},hold drinks,drink out of,{},{},bag,glasses,{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts the wristband on PersonX's wrist,PersonX pulls PersonY's cart away,PersonX destroys men 's shoes,{},PersonX puts the wristband on PersonX|PersonX pulls PersonY|PersonX destroys men,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},to burn shoes,light mens shoes on fire,{},{},a lighter,gasoline,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives a card to PersonY's mother,PersonX puts eggs in PersonY's bag,PersonX regulates guns with nations,{},PersonX gives a card to PersonY|PersonX puts eggs in PersonY|PersonX regulates guns with nations,make card out of,put card in,{},{},paper,envelope,{},{},hold eggs,hold bag,{},{},carton,handles,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX giveth PersonY's food for the sheep,PersonX hands back the documents,PersonX gives the reader some books,{},PersonX giveth PersonY|PersonX hands back the documents|PersonX gives the reader some books,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX uses medicine every day,PersonX takes food at the end,PersonX gets juice afterwards,{},PersonX uses medicine every day|PersonX takes food at the end|PersonX gets juice afterwards,write a prescription,dispense medicine,{},{},a doctor,a pharmicist,{},{},consume edibles,fill his plate,{},{},a restaurant t,a buffet line,{},{},hold liquid,drink fluid,{},{},A cup,a straw,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX buys salad the next day,PersonX applies the image to the study,PersonX pulls a hood over PersonY's head,{},PersonX buys salad the next day|PersonX applies the image to the study|PersonX pulls a hood over PersonY,for money,pay for the salad,hold credit card,pay for the salad,wallet,money,wallet,credit card,{},{},{},{},{},{},{},{},pull the hood,hold the hood,{},{},his hands,his fingers,{},{},1.0,1.0,,0.0,1.0,1.0,,
