Title,Description,Keywords,Input.facts,Input.sentence,Input.model,Answer.coverage,Answer.feedback,Answer.quality,Answer.tm,Approve,Reject
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Cotto | Type : coffee shop | near : The Bakers,Cotto is a coffee shop near The Bakers.,neurologic,3,{},3,71.04,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Cotto | Type : coffee shop | near : The Bakers,Cotto is a coffee shop near The Bakers.,neurologic,2,good,3,8.13,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Cotto | Type : coffee shop | near : The Bakers,Cotto is a coffee shop near The Bakers.,neurologic,4,{},3,7.734,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : no | near : All Bar One,The Cricketers is a Chinese restaurant with a moderate price range near All Bar One in the city centre. It has a customer rating of 1 out of 5 and is not kids friendly.,neurologic,3,{},3,17.413,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : no | near : All Bar One,The Cricketers is a Chinese restaurant with a moderate price range near All Bar One in the city centre. It has a customer rating of 1 out of 5 and is not kids friendly.,neurologic,4,{},3,26.645,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : no | near : All Bar One,The Cricketers is a Chinese restaurant with a moderate price range near All Bar One in the city centre. It has a customer rating of 1 out of 5 and is not kids friendly.,neurologic,4,{},3,17.623,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : Fast food | price : cheap | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"There is a cheap Fast food restaurant in the riverside area, it is The Mill and it is family friendly. It is near Raja Indian Cuisine.",neurologic,4,,3,6.767,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : Fast food | price : cheap | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"There is a cheap Fast food restaurant in the riverside area, it is The Mill and it is family friendly. It is near Raja Indian Cuisine.",neurologic,2,{},2,13.333,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : Fast food | price : cheap | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"There is a cheap Fast food restaurant in the riverside area, it is The Mill and it is family friendly. It is near Raja Indian Cuisine.",neurologic,3,{},2,4.803,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Indian | price : high | customer rating : average | area : city centre | family friendly : yes | near : Express by Holiday Inn,The Punter is a children friendly restaurant located in the city centre near Express by Holiday Inn. They serve Indian food at a high price range with an average customer rating.,a_star,4,{},3,74.338,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Indian | price : high | customer rating : average | area : city centre | family friendly : yes | near : Express by Holiday Inn,The Punter is a children friendly restaurant located in the city centre near Express by Holiday Inn. They serve Indian food at a high price range with an average customer rating.,a_star,4,"No, It's a Good one",3,132.592,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Indian | price : high | customer rating : average | area : city centre | family friendly : yes | near : Express by Holiday Inn,The Punter is a children friendly restaurant located in the city centre near Express by Holiday Inn. They serve Indian food at a high price range with an average customer rating.,a_star,4,{},2,12.924,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : Café Rouge,The Mill is a restaurant in the city centre near Café Rouge that serves English food for less than £ 20. It has a low customer rating and is not family - friendly.,a_star,4,{},2,38.8,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : Café Rouge,The Mill is a restaurant in the city centre near Café Rouge that serves English food for less than £ 20. It has a low customer rating and is not family - friendly.,a_star,4,{},3,22.299,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : Café Rouge,The Mill is a restaurant in the city centre near Café Rouge that serves English food for less than £ 20. It has a low customer rating and is not family - friendly.,a_star,4,{},3,19.002,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Vaults is a cheap Japanese pub with a customer rating of 5 out of 5. It is family friendly and located in Riverside, near Raja Indian Cuisine.",neurologic,4,{},3,28.534,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Vaults is a cheap Japanese pub with a customer rating of 5 out of 5. It is family friendly and located in Riverside, near Raja Indian Cuisine.",neurologic,4,{},3,28.414,,
