Title,Description,Keywords,event1,durations1,event2,durations2,event3,durations3
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",kept on overplaying their hand,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,remain unsettled,0.00|0.00|0.00|0.92|0.00|0.00|0.08|0.00|0.00|0.00|0.00,kidnapped by abu sayyaf in,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",held power nearly nonstop,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,saying iraq must first have,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,holding 72 hostages,0.00|0.00|0.00|0.00|0.18|0.82|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",used cell phones,0.00|0.00|0.00|0.00|0.00|0.00|0.80|0.20|0.00|0.00|0.00,remains strong,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,living in switzerland,0.00|0.00|0.00|0.00|0.00|0.09|0.64|0.27|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",executed anyone,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,expects per  share earnings,0.00|0.00|0.00|0.00|0.00|0.10|0.90|0.00|0.00|0.00|0.00,promised hong kong a high,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",resisted change,0.00|0.00|0.00|0.00|0.00|0.00|0.20|0.60|0.20|0.00|0.00,languish in jail,0.00|0.00|0.00|0.06|0.06|0.24|0.53|0.12|0.00|0.00|0.00,gained 15 percent,0.00|0.00|0.00|0.00|0.91|0.00|0.09|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",making headlines,0.00|0.00|0.00|0.00|0.25|0.08|0.42|0.25|0.00|0.00|0.00,sat here,0.00|0.04|0.22|0.26|0.04|0.04|0.17|0.22|0.00|0.00|0.00,remained above 50,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",stayed on the field,0.00|0.45|0.55|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,halted most violence,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,deceived the iaea and,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",lived and worked in beijing,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,overseen a fleet of ships,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,cool their heels,0.00|0.60|0.40|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",meet three times a year,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,served as prime minister under,0.00|0.00|0.00|0.00|0.00|0.91|0.09|0.00|0.00|0.00|0.00,brought the industry to,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",led the league,0.00|0.00|0.00|0.20|0.10|0.30|0.40|0.00|0.00|0.00|0.00,visit israel,0.00|0.00|0.00|0.50|0.00|0.00|0.50|0.00|0.00|0.00|0.00,living in eastern zaire,0.00|0.00|0.00|0.00|0.00|0.00|0.30|0.70|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",sidelined by a knee injury,0.00|0.00|0.00|0.00|0.09|0.73|0.18|0.00|0.00|0.00|0.00,set the market tone,0.00|0.00|0.00|0.00|0.97|0.00|0.03|0.00|0.00|0.00|0.00,topple the fragile government,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",instituting a state of emergency,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,dogged georgia,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,lie unexploded,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",going together,0.00|0.00|0.00|0.00|0.00|0.67|0.17|0.17|0.00|0.00|0.00,overstated earnings,0.00|0.00|0.00|0.00|0.00|0.03|0.97|0.00|0.00|0.00|0.00,bake in the center of,0.00|0.79|0.21|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",closing down cinemas across yugoslavia,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,languished in the camps,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,lived in eastern zaire,0.00|0.00|0.00|0.00|0.00|0.00|0.02|0.89|0.09|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",cope,0.00|0.00|0.00|0.25|0.33|0.08|0.33|0.00|0.00|0.00|0.00,seemed beyond hope,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,hung from shaft walls by,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",heard the pundits and pooh,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,watched networks and programs,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,blotted out,0.30|0.60|0.00|0.10|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",served as moi s vice,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,ruled the netherlands,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,do in the morgue,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",left paralyzed and unable to,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,remained on the plane,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,censor media and detain suspects,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",demonstrating peacefully,0.00|0.00|0.20|0.60|0.20|0.00|0.00|0.00|0.00|0.00|0.00,trapping 20 people in,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,called elections,0.00|0.00|0.00|0.36|0.00|0.27|0.36|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",hung in the balance,0.00|0.00|0.15|0.08|0.54|0.08|0.15|0.00|0.00|0.00|0.00,dropped off the tour,0.00|0.00|0.00|0.00|0.06|0.06|0.89|0.00|0.00|0.00|0.00,gone now,0.00|0.00|0.00|0.15|0.00|0.00|0.23|0.62|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",seen ali,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,sang in sofia  plovdiv,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,tried to make sense out,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",served as a lawmaker,0.00|0.00|0.00|0.00|0.00|0.00|0.40|0.60|0.00|0.00|0.00,stuck with them,0.00|0.00|0.10|0.20|0.00|0.00|0.30|0.40|0.00|0.00|0.00,refused food and water,0.00|0.00|0.00|0.62|0.38|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",exaggerated,0.00|0.00|0.00|0.00|0.00|0.00|0.96|0.04|0.00|0.00|0.00,kept apart,0.00|0.00|0.00|0.20|0.00|0.00|0.20|0.60|0.00|0.00|0.00,working on the idea,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",fighting the angolan government,0.00|0.00|0.00|0.00|0.00|0.00|0.18|0.82|0.00|0.00|0.00,running their own affairs,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,surrounded the building,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",working for the chattanooga,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,walking the tightrope as,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,drove the yield on,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",stayed aloft,0.09|0.05|0.23|0.64|0.00|0.00|0.00|0.00|0.00|0.00|0.00,turned on,0.03|0.26|0.29|0.03|0.19|0.19|0.00|0.00|0.00|0.00|0.00,ground flights,0.00|0.00|0.18|0.82|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",met with mugabe,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,controlled the nation of 6,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,led turkey s islamic movement,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",lampooned,0.00|0.00|0.00|0.00|0.08|0.00|0.92|0.00|0.00|0.00|0.00,talked of nothing else,0.00|0.00|0.42|0.00|0.58|0.00|0.00|0.00|0.00|0.00|0.00,playing catch  up,0.00|0.00|0.00|0.17|0.00|0.00|0.58|0.25|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",lived in zaire,0.00|0.00|0.00|0.00|0.00|0.05|0.14|0.55|0.27|0.00|0.00,held 72 people hostage,0.00|0.00|0.00|0.20|0.00|0.80|0.00|0.00|0.00|0.00|0.00,mired in a slump,0.00|0.00|0.00|0.00|0.17|0.17|0.56|0.11|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",worked for the newspaper,0.00|0.00|0.00|0.00|0.00|0.00|0.10|0.90|0.00|0.00|0.00,stuck between 675 percent,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,make public your discomfort,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",discussed the fate of,0.00|0.00|0.80|0.00|0.00|0.20|0.00|0.00|0.00|0.00|0.00,controlled the federal government,0.00|0.00|0.00|0.00|0.00|0.00|0.10|0.60|0.30|0.00|0.00,remained in negative territory,0.00|0.00|0.00|0.21|0.00|0.71|0.08|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",suspended zimbabwe from its decision,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,fined and disqualified from politics,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,held ramallah under siege,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",make public your discomfort for,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,intend to do,0.00|0.00|0.45|0.00|0.00|0.00|0.55|0.00|0.00|0.00|0.00,roiling the nation,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",quieted,0.00|0.00|0.00|0.50|0.00|0.42|0.08|0.00|0.00|0.00|0.00,considered a valued cia asset,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,covered international relations,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",stand at  2572,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,had around 192000 students,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,worked in secret,0.00|0.00|0.00|0.00|0.00|0.42|0.33|0.25|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",used as a cruise ship,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,treated woods,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,traded power with the right,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",confined arafat to a few,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,governing bavaria,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,ruling the government,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",operate the government,0.00|0.00|0.00|0.10|0.00|0.10|0.80|0.00|0.00|0.00|0.00,doing so well,0.00|0.00|0.00|0.00|0.00|0.00|0.30|0.70|0.00|0.00|0.00,disqualified from politics,0.00|0.00|0.00|0.00|0.00|0.00|0.63|0.37|0.00|0.00|0.00
