Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats PersonY's cereal,deferential,tactful,watchful,thirsty,charitable,steady,amiable,generous,thoughtful,benevolent,thin,not guilt,hungry,hungry,pleased,blank,blank,empty,vacant,gratified,jocular,gleeful,hilarious,jaunty,radiant,rosy,glad,happy,merry,overjoyed
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY an ultimatum,not willful,modest,obviate,not overbearing,recessive,subordinate,undemanding,not leader,//,//,grouchy,queasy,dissatisfy,jealous,unsatisfied,fall_short_of,enforce,//,//,//,jovial,funny,assured,gleeful,delightful,happy,happy-go-lucky,jaunty,pleased,cheery
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buries the lead,unquestionable,recessive,open,honest,believable,defenseless,feeble,subordinate,powerless,forthright,innocent,well-intentioned,not secretive.,//,//,//,//,//,//,//,not irritated.,not deceived.,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX licks PersonY,unplayful,fitting,apt,serious,not x,not x,not fun,appropriate,hungry,not x,queasy,desirous,delighted,unsatisfied,not fulfilled,not happy maybe,grouchy,jealous,dissatisfy,attracted,not violated,not weireded out,not appreciated,pleased,not stimulated,delighted,attracted,desirous,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX invites several friends,unsociable,sociable,hot-headed,populated,miserable,lonely,unlonely,reclusive,tedious,measly,sorrowful,bored,calm,tranquil,upset,depressed,disappointed,grave,staid,stifle,sulky,moody,petulant,grieving,grumpy,sore,crabby,queasy,subdued,livid
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY birth,cruel,biting,vicious,turbulent,saucy,freezing,sullen,sardonic,hateful,severe,sedate,bored,ungrateful,invigorated,energized,unexhausted,unexcited,grave,subdued,serene,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats PersonY's dinner,hostile,cool,hideous,severe,repulsive,freezing,calm,full,frigid,dismal,grouchy,anxious,unsatisfied,upset,discontented,morose,unsatisfied,jealous,discontent,queasy,gratified,pleased,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is 18 years old,juvenile,not graduated,lethargic,childish,defenseless,puny,immature,feeble,not grown up,impotent,irritable,grouchy,crabby,grumpy,surly,subdued,enraged,blue,gloomy,sad,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY bread,nonchalant,spiteful,lethal,unhelpful,burdensome,insensitive,miserly,take,insensitive,starve,spiteful,spiteful,uncomfortable,nasty,dismal,cruel,unloving,appalling,harsh,biting,thin,hungry,blank,not satiated,vacant,thankless,empty,ungrateful,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lies on PersonY back,brave,courageous,prehistoric,verifiable,unsociable,gritty,macho,trusty,absent,disliking,spiteful,burdensome,unhelpful,lethal,//,//,//,//,//,//,not relief,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys PersonX's clothes,gloomy,sore,sulky,irascible,moody,turbulent,grieving,paltry,dismal,churlish,livid,dismal,irascible,dissatisfy,grumpy,anxious,queasy,subdued,petulant,morose,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is PersonY's age,novel,old-fashioned,old-fashioned,not elder,unique,not coincident,not younger,dissimilar,opposite,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats bread,compound,complicated,thirsty,sad,convoluted,thin,thirsty,hard,stuffed,ornate,cranky,mad,malnourished,miserable,irascible,wrathful,queasy,prickly,fall_short_of,empty,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lies on PersonY's back,enterprising,hate,not betrayer,quarrelsome,vibrant,obnoxious,icy,hardworking,appalling,spiteful,envious,bleak,tired,uncomfortable,queasy,//,//,//,//,//,surly,prickly,cantankerous,gruesome,grumpy,melancholy,grieving,moody,unhappy,irritable
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys a bicycle,nifty,rich_people,wealthy,sufficient,fortunate,luxurious,lavish,rich,plush,sluggish,subservient,not in better physical shape,inactive,calm,idle,bored,stifle,lazy,staid,serene,queasy,remorseful,upset,anxious,querulous,crabby,sore,enraged,sulky,churlish
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is PersonY's best man,unhelpful,dismal,vicious,sullen,appalling,repulsive,unkind,unfriendly,obnoxious,crass,wee,small,calm,sedate,bored,staid,disgraced,serene,shamed,stifle,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY command,defenseless,unguarded,heedless,rash,feeble,impulsive,daring,weak,reckless,quixotic,jealous,not good about themselves,feeble,defenseless,unsatisfied,weak,powerless,queasy,grouchy,not like they can trust them,happy,jubilant,plaintive,anguished,lighthearted,sad,cheerful,mad,cranky,blue
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats burgers,thirsty,upset,not ravenous,jealous,queasy,full,discontent,thirsty,envious,full,not sated,blank,not sad they've cheated their diet,thin,empty,vacant,hungry,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is a bad cook,expert,skilled,competent,adept,accomplished,resourceful,accomplished,adept,overjoyed,capable,glad,radiant,lighthearted,hopeful,easy-going,serene,gleeful,rosy,jolly,happy-go-lucky,not like they should help,not bad for personx,not embarassed,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY everything,stingy,miserable,ungenerous,frugal,greedy,insufficient,insensitive,poor,thrifty,biased,hideous,piercing,severe,crass,harsh,stern,unkind,biting,resentful,uncomfortable,unendowed,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lightens PersonY's purse,not red colour,not a thief,not a pickpocket,not stolen,//,//,//,//,//,//,innocent,not more financially independent,well-intentioned,unashamed,unaggressive,not like a theif,//,//,//,//,bold,unafraid,invulnerable,not taken advantage of,steady,brave,courageous,not richer,dauntless,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys an apple,sick,unhealthy,queasy,queasy,ill,dangerous,stuffed,jealous,deadly,wan,queasy,discontent,fall_short_of,grouchy,restless,jealous,envious,jealous,dissatisfy,queasy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY food,avaricious,avaricious,icky,selfish,ungenerous,prejudiced,hot-headed,frugal,unguarded,miserable,not helfpul,not i went verry happy,lethal,burdensome,spiteful,unhelpful,//,//,//,//,not fed,not not hungry,ungrateful,ungrateful,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lights a cigarette,moving,unguarded,impulsive,cuddly,tense,idiotic,sparkling,daring,flustered,cute,calm,uncontrolled,unenthusiastic,apathetic,unemotional,naughty,restless,numb,cerebral,hysterical,better,good,terrific,goodness,best,unregretful,superb,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY interpretation,quizzical,daft,unhelpful,ignorant,corny,moronic,wide-eyed,inexperienced,incompetent,burdensome,dopey,worst,ignorant,bad,idiotic,stupid,miserable,nonsensical,demonic,gullible,sneering,evil,bad,worst,uninformed,demonic,miserable,ungrateful,worse,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys an expensive car,poor,alert,unflashy,unflamboyant,methodical,thrifty,lean,modest,poor,careful,irritable,grieving,unflashy,sulky,plain,gloomy,melancholy,wrathful,blue,upset,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is a great baker,heedless,ironclad,forgetful,not early-rising,untalented,uncreative,severe,absent-minded,untalented,unwitting,bad,worst,worse,miserable,powerless,"not very happy, expect more customer",evil,sneering,inefficient,helpless,"not satisfied, happy",//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lights a fire,hot,rusty,hotness,undetermined,sweltering,unskilled,sizzling,unsure,helpless,untalented,grouchy,frosty,unsatisfied,arctic,frigid,nippy,chilly,freezing,queasy,"not comfortable, warm, cozy, secure",//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats candy,not folish,worried,thirsty,strict,full,stuffed,not gluttony,unhappy,heavyhearted,not craving sugar,not happy and satisfied.,not perked up,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is a high school student,grotesque,astonishing,noteworthy,outlandish,quaint,mellow,hefty,passive_voice,slothful,not rebellious,churlish,upset,glum,gloomy,prickly,gruesome,plaintive,mad,grieving,anguished,sulky,grouchy,wrathful,churlish,dissatisfy,moody,morose,queasy,grumpy,remorseful
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY my number,spiteful,appalling,unloving,hateful,spiteful,condescending,severe,quarrelsome,obnoxious,not matchmaker,lethal,burdensome,unfinished,not like a matchmaker,spiteful,unhelpful,//,//,//,//,not ready to communicate,not more knowledgable,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lights a match,indifferent,unhelpful,irresponsible,undutiful,disinterested,incurious,unaddicted,incompetent,spiteful,unfaithful,frosty,jealous,dissatisfy,icy,cool,nippy,arctic,fall_short_of,appalling,frozen,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys an old house,abundant,well-off,luxurious,wealthy,not nostalgic,nifty,fortunate,poor_people,poor_people,lean,queasy,bleak,dissatisfy,clumsy,grumpy,miserable,melancholy,queasy,sulky,fall_short_of,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats cereal,unhappy,sleepy,energetic,envious,unsatisfied,lackadaisical,numb,weary,restless,motionless,jealous,dissatisfy,dissatisfy,grouchy,jealous,queasy,unsatisfied,vacant,hungry,queasy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX likes the color,hot-headed,tasteless,gaudy,insensitive,rash,impetuous,not easy to please,not easy going,inconsiderate,//,petulant,sulky,morose,grumpy,hideous,gruesome,anguished,uninterested,churlish,cranky,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is a professional basketball player,miserable,idle,short,small,poor,unsure,paltry,lean,lazy,stocky,incapable,subdued,untalented,grouchy,unable,gloomy,cranky,plaintive,inexperienced,cantankerous,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats cereal instead,trivial,stuffed,flabby,hesitant,flimsy,thirsty,limp,inconclusive,hopeful,insignificant,blank,remorseful,vacant,thin,sad,hungry,empty,sorry,blank,thin,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY news,pessimistic,uninformative,hot-headed,burdensome,uninformative,rash,unhelpful,lethal,burdensome,spiteful,not like the right thing was done,not relievied,//,//,//,//,//,//,//,//,unsatisfied,uninformed,queasy,jealous,not better informed,fall_short_of,ungrateful,grouchy,dissatisfy,//
