Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10,Answer.how_common,Answer.how_common_opposite,Answer.opposite-event-answer
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX invites PersonY to join,loathsome,icy,harsh,unfriendly,frigid,dismal,vicious,resentful,belligerent,unsociable,evil,cranky,irascible,sad,morose,crabby,grumpy,querulous,gruesome,melancholy,not included,worst,demonic,worse,sneering,not enjoy,bad,evil,miserable,//,0,0,PersonX excludes PersonY.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX left PersonY behind,guarded,polite,polite,affectionate,methodical,kind,mushy,cheerful,cordial,velvety,not solitute,//,//,//,//,//,//,//,//,//,merry,joyful,jocular,jubilant,jaunty,lighthearted,glad,radiant,gleeful,rosy,0,1,PersonX waits for PersonY.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX builds PersonY system,bewildered,untalented,quizzical,disrespectful,flippant,saucy,incompetent,discourteous,moronic,stupid,grouchy,unsatisfied,fall_short_of,jealous,queasy,dissatisfy,//,//,//,//,//,//,//,//,//,//,//,//,//,//,0,-1,PersonX destroys PersonY's system.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY a shock,not sinister,amiable,not sily,respectful,generous,not abusive,//,//,//,//,not happy and satisfied,grouchy,unashamed,fall_short_of,queasy,dissatisfy,unsatisfied,jealous,//,//,not pain and worried,calm,unangry,brave,dauntless,not very happy,unafraid,assured,bold,courageous,1,1,PersonX doesn't give PersonY a shock.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY a special gift,hateful,quarrelsome,saucy,ornery,sullen,severe,freezing,not appreciative,unsociable,miserly,enraged,petulant,unhappy,morose,gloomy,churlish,melancholy,wrathful,anxious,cantankerous,depressed,disappointed,not appreciated,sorrowful,thankless,sad,upset,//,//,//,0,-1,PersonX steals from PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX invites PersonY to join PersonZ,thrifty,vain,rational,splendid,supercilious,miserable,measly,usual,ordinary,smug,uncomfortable,anxious,unsociable,petulant,loathsome,unfriendly,severe,sardonic,remorseful,spiteful,sad,lonely,spiteful,sulky,irate,crabby,enraged,dismal,queasy,reclusive,1,1,PersonX refuses to let PersonY join with PersonZ.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX left behind PersonY,jocular,elated,cordial,jubilant,glad,undetermined,overjoyed,jolly,radiant,delightful,not sad for leaving the person,not in power,not feeling better,//,//,//,//,//,//,//,cheerful,gleeful,happy,lighthearted,jaunty,rosy,adopted,radiant,jocular,restrained,2,1,PersonX stayed with PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX builds bridges,shaky,feeble,lazy,puny,impotent,wobbly,limp,lackadaisical,wobbly,unproductive,melancholy,cranky,irritable,churlish,dismal,moody,crabby,sore,querulous,irate,miserable,glum,woeful,enforce,melancholy,sad,upset,remorseful,morose,sorrowful,-1,-1,PersonX builds roads
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX builds things,uncreative,dopey,rusty,unimaginative,unfruitful,muffled,barren,untalented,dense,unskilled,diffident,not expressive,unsure,shy,humble,hesitant,doubtful,not a sense of accomplishment,timid,anxious,stifle,calm,subdued,tranquil,staid,sedate,uninterested,unexcited,scornful,serene,1,1,PersonX breaks things
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX invites PersonY to take,reclusive,sardonic,frosty,icy,cruel,impetuous,quarrelsome,ornery,freezing,hot-headed,not very happy,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,2,0,PersonX bans PersonY to take
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats PersonY's cereal,deferential,tactful,watchful,thirsty,charitable,steady,amiable,generous,thoughtful,benevolent,thin,not guilt,hungry,hungry,pleased,blank,blank,empty,vacant,gratified,jocular,gleeful,hilarious,jaunty,radiant,rosy,glad,happy,merry,overjoyed,-1,0,personx shares personx's cereal with persony
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY an ultimatum,not willful,modest,obviate,not overbearing,recessive,subordinate,undemanding,not leader,//,//,grouchy,queasy,dissatisfy,jealous,unsatisfied,fall_short_of,enforce,//,//,//,jovial,funny,assured,gleeful,delightful,happy,happy-go-lucky,jaunty,pleased,cheery,2,2,PersonX is understanding
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buries the lead,unquestionable,recessive,open,honest,believable,defenseless,feeble,subordinate,powerless,forthright,innocent,well-intentioned,not secretive.,//,//,//,//,//,//,//,not irritated.,not deceived.,//,//,//,//,//,//,//,//,0,-1,Peron X unearths the metal.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX licks PersonY,unplayful,fitting,apt,serious,not x,not x,not fun,appropriate,hungry,not x,queasy,desirous,delighted,unsatisfied,not fulfilled,not happy maybe,grouchy,jealous,dissatisfy,attracted,not violated,not weireded out,not appreciated,pleased,not stimulated,delighted,attracted,desirous,//,//,0,0,personx is licked by persony
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX invites several friends,unsociable,sociable,hot-headed,populated,miserable,lonely,unlonely,reclusive,tedious,measly,sorrowful,bored,calm,tranquil,upset,depressed,disappointed,grave,staid,stifle,sulky,moody,petulant,grieving,grumpy,sore,crabby,queasy,subdued,livid,1,1,PersonX goes alone.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY birth,cruel,biting,vicious,turbulent,saucy,freezing,sullen,sardonic,hateful,severe,sedate,bored,ungrateful,invigorated,energized,unexhausted,unexcited,grave,subdued,serene,//,//,//,//,//,//,//,//,//,//,0,0,PersonX hates giving birth
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats PersonY's dinner,hostile,cool,hideous,severe,repulsive,freezing,calm,full,frigid,dismal,grouchy,anxious,unsatisfied,upset,discontented,morose,unsatisfied,jealous,discontent,queasy,gratified,pleased,//,//,//,//,//,//,//,//,1,1,PersonX cooks PersonY's breakfast
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is 18 years old,juvenile,not graduated,lethargic,childish,defenseless,puny,immature,feeble,not grown up,impotent,irritable,grouchy,crabby,grumpy,surly,subdued,enraged,blue,gloomy,sad,//,//,//,//,//,//,//,//,//,//,1,-2,personx is minus 18 years old
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY bread,nonchalant,spiteful,lethal,unhelpful,burdensome,insensitive,miserly,take,insensitive,starve,spiteful,spiteful,uncomfortable,nasty,dismal,cruel,unloving,appalling,harsh,biting,thin,hungry,blank,not satiated,vacant,thankless,empty,ungrateful,//,//,1,1,Person X gives Person Y juice.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lies on PersonY back,brave,courageous,prehistoric,verifiable,unsociable,gritty,macho,trusty,absent,disliking,spiteful,burdensome,unhelpful,lethal,//,//,//,//,//,//,not relief,//,//,//,//,//,//,//,//,//,-1,-1,PersonX lies on PersonY's stomach.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys PersonX's clothes,gloomy,sore,sulky,irascible,moody,turbulent,grieving,paltry,dismal,churlish,livid,dismal,irascible,dissatisfy,grumpy,anxious,queasy,subdued,petulant,morose,//,//,//,//,//,//,//,//,//,//,1,1,PersonX gets clothes as a present.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is PersonY's age,novel,old-fashioned,old-fashioned,not elder,unique,not coincident,not younger,dissimilar,opposite,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX is a different age than PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats bread,compound,complicated,thirsty,sad,convoluted,thin,thirsty,hard,stuffed,ornate,cranky,mad,malnourished,miserable,irascible,wrathful,queasy,prickly,fall_short_of,empty,//,//,//,//,//,//,//,//,//,//,1,1,PersonX eats chips
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lies on PersonY's back,enterprising,hate,not betrayer,quarrelsome,vibrant,obnoxious,icy,hardworking,appalling,spiteful,envious,bleak,tired,uncomfortable,queasy,//,//,//,//,//,surly,prickly,cantankerous,gruesome,grumpy,melancholy,grieving,moody,unhappy,irritable,0,-1,PersonX jumps on PersonY's back
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys a bicycle,nifty,rich_people,wealthy,sufficient,fortunate,luxurious,lavish,rich,plush,sluggish,subservient,not in better physical shape,inactive,calm,idle,bored,stifle,lazy,staid,serene,queasy,remorseful,upset,anxious,querulous,crabby,sore,enraged,sulky,churlish,0,1,PersonX buys a car
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is PersonY's best man,unhelpful,dismal,vicious,sullen,appalling,repulsive,unkind,unfriendly,obnoxious,crass,wee,small,calm,sedate,bored,staid,disgraced,serene,shamed,stifle,//,//,//,//,//,//,//,//,//,//,1,0,PersonX is PersonY's worst enemy
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY command,defenseless,unguarded,heedless,rash,feeble,impulsive,daring,weak,reckless,quixotic,jealous,not good about themselves,feeble,defenseless,unsatisfied,weak,powerless,queasy,grouchy,not like they can trust them,happy,jubilant,plaintive,anguished,lighthearted,sad,cheerful,mad,cranky,blue,0,0,personx takes over for persony
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats burgers,thirsty,upset,not ravenous,jealous,queasy,full,discontent,thirsty,envious,full,not sated,blank,not sad they've cheated their diet,thin,empty,vacant,hungry,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX eats french fries
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is a bad cook,expert,skilled,competent,adept,accomplished,resourceful,accomplished,adept,overjoyed,capable,glad,radiant,lighthearted,hopeful,easy-going,serene,gleeful,rosy,jolly,happy-go-lucky,not like they should help,not bad for personx,not embarassed,//,//,//,//,//,//,//,0,-1,personx is a fantastic cook
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY everything,stingy,miserable,ungenerous,frugal,greedy,insufficient,insensitive,poor,thrifty,biased,hideous,piercing,severe,crass,harsh,stern,unkind,biting,resentful,uncomfortable,unendowed,//,//,//,//,//,//,//,//,//,-1,0,PersonX gives PersonY nothing
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lightens PersonY's purse,not red colour,not a thief,not a pickpocket,not stolen,//,//,//,//,//,//,innocent,not more financially independent,well-intentioned,unashamed,unaggressive,not like a theif,//,//,//,//,bold,unafraid,invulnerable,not taken advantage of,steady,brave,courageous,not richer,dauntless,//,-1,-1,PersonX adds something to PersonY's purse.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys an apple,sick,unhealthy,queasy,queasy,ill,dangerous,stuffed,jealous,deadly,wan,queasy,discontent,fall_short_of,grouchy,restless,jealous,envious,jealous,dissatisfy,queasy,//,//,//,//,//,//,//,//,//,//,1,-1,PersonX is on a no fruit diet.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY food,avaricious,avaricious,icky,selfish,ungenerous,prejudiced,hot-headed,frugal,unguarded,miserable,not helfpul,not i went verry happy,lethal,burdensome,spiteful,unhelpful,//,//,//,//,not fed,not not hungry,ungrateful,ungrateful,//,//,//,//,//,//,2,2,PersonX gives PersonY drinks
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lights a cigarette,moving,unguarded,impulsive,cuddly,tense,idiotic,sparkling,daring,flustered,cute,calm,uncontrolled,unenthusiastic,apathetic,unemotional,naughty,restless,numb,cerebral,hysterical,better,good,terrific,goodness,best,unregretful,superb,//,//,//,0,0,PersonX stubs out a cigarette
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY interpretation,quizzical,daft,unhelpful,ignorant,corny,moronic,wide-eyed,inexperienced,incompetent,burdensome,dopey,worst,ignorant,bad,idiotic,stupid,miserable,nonsensical,demonic,gullible,sneering,evil,bad,worst,uninformed,demonic,miserable,ungrateful,worse,//,1,1,Person X misleads Person Y.
