Title,Description,Keywords,Input.sclid1,Input.sclmin1,Input.sclmax1,Input.pairs1,Input.n1,Input.sclid2,Input.sclmin2,Input.sclmax2,Input.pairs2,Input.n2,Input.sclid3,Input.sclmin3,Input.sclmax3,Input.pairs3,Input.n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.2,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.16,Answer.Answer.sclid2.17,Answer.Answer.sclid2.18,Answer.Answer.sclid2.19,Answer.Answer.sclid2.2,Answer.Answer.sclid2.20,Answer.Answer.sclid2.21,Answer.Answer.sclid2.22,Answer.Answer.sclid2.23,Answer.Answer.sclid2.24,Answer.Answer.sclid2.25,Answer.Answer.sclid2.26,Answer.Answer.sclid2.27,Answer.Answer.sclid2.28,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3,Approve,Reject
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXgeneral-specific,specific,general,broad XXX widespread ||| broad XXX universal ||| broad XXX general ||| universal XXX widespread ||| general XXX widespread ||| general XXX universal,6,clean-dirtyXX,clean,dirty,obscene XXX profane ||| indecent XXX obscene ||| indecent XXX profane,3,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,broad**LT**widespread,,,,,,,broad**LT**universal,broad**EQ**general,universal**GT**widespread,general**LT**widespread,general**LT**universal,,,,obscene**EQ**profane,,,,,,,,,,,indecent**LT**obscene,,,,,,,,,,indecent**LT**profane,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXgeneral-specific,specific,general,broad XXX widespread ||| broad XXX universal ||| broad XXX general ||| universal XXX widespread ||| general XXX widespread ||| general XXX universal,6,clean-dirtyXX,clean,dirty,obscene XXX profane ||| indecent XXX obscene ||| indecent XXX profane,3,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,broad**LT**widespread,,,,,,,broad**LT**universal,broad**GT**general,universal**GT**widespread,general**LT**widespread,general**LT**universal,,,,obscene**GT**profane,,,,,,,,,,,indecent**LT**obscene,,,,,,,,,,indecent**LT**profane,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXgeneral-specific,specific,general,broad XXX widespread ||| broad XXX universal ||| broad XXX general ||| universal XXX widespread ||| general XXX widespread ||| general XXX universal,6,clean-dirtyXX,clean,dirty,obscene XXX profane ||| indecent XXX obscene ||| indecent XXX profane,3,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,broad**EQ**widespread,,,,,,,broad**LT**universal,broad**GT**general,universal**EQ**widespread,general**LT**widespread,general**LT**universal,,,,obscene**GT**profane,,,,,,,,,,,indecent**LT**obscene,,,,,,,,,,indecent**LT**profane,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcontent-discontent,discontent,content,content XXX happy ||| content XXX satisfied ||| content XXX pleased ||| happy XXX satisfied ||| happy XXX pleased ||| pleased XXX satisfied,6,XXquiet-noisy,noisy,quiet,inaudible XXX soft ||| inaudible XXX quiet ||| inaudible XXX silent ||| quiet XXX soft ||| quiet XXX silent ||| silent XXX soft,6,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,content**LT**happy,,,,,,,content**EQ**satisfied,content**LT**pleased,happy**GT**satisfied,happy**GT**pleased,pleased**GT**satisfied,,,,inaudible**GT**soft,,,,,,,,,,,inaudible**GT**quiet,,,,,,,,,,inaudible**EQ**silent,quiet**EQ**soft,quiet**LT**silent,silent**GT**soft,,,,light**LT**lighter,light**LT**lightest,lighter**LT**lightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcontent-discontent,discontent,content,content XXX happy ||| content XXX satisfied ||| content XXX pleased ||| happy XXX satisfied ||| happy XXX pleased ||| pleased XXX satisfied,6,XXquiet-noisy,noisy,quiet,inaudible XXX soft ||| inaudible XXX quiet ||| inaudible XXX silent ||| quiet XXX soft ||| quiet XXX silent ||| silent XXX soft,6,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,content**LT**happy,,,,,,,content**GT**satisfied,content**LT**pleased,happy**GT**satisfied,happy**GT**pleased,pleased**GT**satisfied,,,,inaudible**GT**soft,,,,,,,,,,,inaudible**GT**quiet,,,,,,,,,,inaudible**LT**silent,quiet**GT**soft,quiet**LT**silent,silent**GT**soft,,,,light**LT**lighter,light**LT**lightest,lighter**LT**lightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcontent-discontent,discontent,content,content XXX happy ||| content XXX satisfied ||| content XXX pleased ||| happy XXX satisfied ||| happy XXX pleased ||| pleased XXX satisfied,6,XXquiet-noisy,noisy,quiet,inaudible XXX soft ||| inaudible XXX quiet ||| inaudible XXX silent ||| quiet XXX soft ||| quiet XXX silent ||| silent XXX soft,6,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,content**LT**happy,,,,,,,content**LT**satisfied,content**LT**pleased,happy**LT**satisfied,happy**LT**pleased,pleased**EQ**satisfied,,,,inaudible**GT**soft,,,,,,,,,,,inaudible**GT**quiet,,,,,,,,,,inaudible**GT**silent,quiet**GT**soft,quiet**LT**silent,silent**GT**soft,,,,light**LT**lighter,light**LT**lightest,lighter**LT**lightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcontent-discontent,discontent,content,content XXX happy ||| content XXX satisfied ||| content XXX pleased ||| happy XXX satisfied ||| happy XXX pleased ||| pleased XXX satisfied,6,XXquiet-noisy,noisy,quiet,inaudible XXX soft ||| inaudible XXX quiet ||| inaudible XXX silent ||| quiet XXX soft ||| quiet XXX silent ||| silent XXX soft,6,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,content**LT**happy,,,,,,,content**LT**satisfied,content**LT**pleased,happy**GT**satisfied,happy**EQ**pleased,pleased**GT**satisfied,,,,inaudible**GT**soft,,,,,,,,,,,inaudible**GT**quiet,,,,,,,,,,inaudible**LT**silent,quiet**EQ**soft,quiet**LT**silent,silent**GT**soft,,,,light**LT**lighter,light**LT**lightest,lighter**LT**lightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXcontent-discontent,discontent,content,content XXX happy ||| content XXX satisfied ||| content XXX pleased ||| happy XXX satisfied ||| happy XXX pleased ||| pleased XXX satisfied,6,XXquiet-noisy,noisy,quiet,inaudible XXX soft ||| inaudible XXX quiet ||| inaudible XXX silent ||| quiet XXX soft ||| quiet XXX silent ||| silent XXX soft,6,light-lightestXX,light,lightest,light XXX lighter ||| light XXX lightest ||| lighter XXX lightest,3,content**LT**happy,,,,,,,content**LT**satisfied,content**LT**pleased,happy**GT**satisfied,happy**GT**pleased,pleased**GT**satisfied,,,,inaudible**GT**soft,,,,,,,,,,,inaudible**GT**quiet,,,,,,,,,,inaudible**EQ**silent,quiet**EQ**soft,quiet**LT**silent,silent**GT**soft,,,,light**LT**lighter,light**LT**lightest,lighter**LT**lightest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXknown-unknown,unknown,known,known XXX legendary ||| famous XXX known ||| famous XXX legendary,3,XXsurprising-unsurprising,unsurprising,surprising,astonishing XXX stunning ||| astonishing XXX unexpected ||| stunning XXX unexpected,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,known**LT**legendary,,,,,,,famous**GT**known,famous**LT**legendary,,,,,,,astonishing**GT**stunning,,,,,,,,,,,astonishing**GT**unexpected,,,,,,,,,,stunning**GT**unexpected,,,,,,,excellent**GT**good,excellent**GT**great,good**LT**great,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXknown-unknown,unknown,known,known XXX legendary ||| famous XXX known ||| famous XXX legendary,3,XXsurprising-unsurprising,unsurprising,surprising,astonishing XXX stunning ||| astonishing XXX unexpected ||| stunning XXX unexpected,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,known**LT**legendary,,,,,,,famous**GT**known,famous**LT**legendary,,,,,,,astonishing**GT**stunning,,,,,,,,,,,astonishing**GT**unexpected,,,,,,,,,,stunning**GT**unexpected,,,,,,,excellent**GT**good,excellent**GT**great,good**LT**great,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXknown-unknown,unknown,known,known XXX legendary ||| famous XXX known ||| famous XXX legendary,3,XXsurprising-unsurprising,unsurprising,surprising,astonishing XXX stunning ||| astonishing XXX unexpected ||| stunning XXX unexpected,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,known**LT**legendary,,,,,,,famous**GT**known,famous**GT**legendary,,,,,,,astonishing**GT**stunning,,,,,,,,,,,astonishing**LT**unexpected,,,,,,,,,,stunning**LT**unexpected,,,,,,,excellent**LT**good,excellent**GT**great,good**LT**great,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXknown-unknown,unknown,known,known XXX legendary ||| famous XXX known ||| famous XXX legendary,3,XXsurprising-unsurprising,unsurprising,surprising,astonishing XXX stunning ||| astonishing XXX unexpected ||| stunning XXX unexpected,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,known**LT**legendary,,,,,,,famous**GT**known,famous**LT**legendary,,,,,,,astonishing**EQ**stunning,,,,,,,,,,,astonishing**GT**unexpected,,,,,,,,,,stunning**GT**unexpected,,,,,,,excellent**GT**good,excellent**GT**great,good**LT**great,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXknown-unknown,unknown,known,known XXX legendary ||| famous XXX known ||| famous XXX legendary,3,XXsurprising-unsurprising,unsurprising,surprising,astonishing XXX stunning ||| astonishing XXX unexpected ||| stunning XXX unexpected,3,good-excellentXX,good,excellent,excellent XXX good ||| excellent XXX great ||| good XXX great,3,known**LT**legendary,,,,,,,famous**GT**known,famous**LT**legendary,,,,,,,astonishing**GT**stunning,,,,,,,,,,,astonishing**GT**unexpected,,,,,,,,,,stunning**GT**unexpected,,,,,,,excellent**GT**good,excellent**GT**great,good**LT**great,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",favorable-unfavorableXX,favorable,unfavorable,critical XXX negative ||| critical XXX hostile ||| hostile XXX negative,3,XXbig-little,little,big,large XXX sizeable ||| big XXX large ||| big XXX colossal ||| big XXX sizeable ||| big XXX huge ||| colossal XXX large ||| colossal XXX sizeable ||| colossal XXX huge ||| huge XXX large ||| huge XXX sizeable,10,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,critical**GT**negative,,,,,,,critical**LT**hostile,hostile**GT**negative,,,,,,,large**GT**sizeable,huge**GT**sizeable,,,,,,,,,,big**LT**large,,,,,,,,,,big**LT**colossal,big**GT**sizeable,big**LT**huge,colossal**GT**large,colossal**GT**sizeable,colossal**GT**huge,huge**GT**large,cold**LT**colder,cold**LT**coldest,colder**LT**coldest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",favorable-unfavorableXX,favorable,unfavorable,critical XXX negative ||| critical XXX hostile ||| hostile XXX negative,3,XXbig-little,little,big,large XXX sizeable ||| big XXX large ||| big XXX colossal ||| big XXX sizeable ||| big XXX huge ||| colossal XXX large ||| colossal XXX sizeable ||| colossal XXX huge ||| huge XXX large ||| huge XXX sizeable,10,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,critical**EQ**negative,,,,,,,critical**LT**hostile,hostile**EQ**negative,,,,,,,large**EQ**sizeable,huge**GT**sizeable,,,,,,,,,,big**EQ**large,,,,,,,,,,big**LT**colossal,big**LT**sizeable,big**LT**huge,colossal**GT**large,colossal**GT**sizeable,colossal**EQ**huge,huge**GT**large,cold**LT**colder,cold**LT**coldest,colder**LT**coldest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",favorable-unfavorableXX,favorable,unfavorable,critical XXX negative ||| critical XXX hostile ||| hostile XXX negative,3,XXbig-little,little,big,large XXX sizeable ||| big XXX large ||| big XXX colossal ||| big XXX sizeable ||| big XXX huge ||| colossal XXX large ||| colossal XXX sizeable ||| colossal XXX huge ||| huge XXX large ||| huge XXX sizeable,10,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,critical**GT**negative,,,,,,,critical**EQ**hostile,hostile**GT**negative,,,,,,,large**EQ**sizeable,huge**EQ**sizeable,,,,,,,,,,big**LT**large,,,,,,,,,,big**LT**colossal,big**LT**sizeable,big**LT**huge,colossal**GT**large,colossal**GT**sizeable,colossal**GT**huge,huge**GT**large,cold**LT**colder,cold**LT**coldest,colder**LT**coldest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",favorable-unfavorableXX,favorable,unfavorable,critical XXX negative ||| critical XXX hostile ||| hostile XXX negative,3,XXbig-little,little,big,large XXX sizeable ||| big XXX large ||| big XXX colossal ||| big XXX sizeable ||| big XXX huge ||| colossal XXX large ||| colossal XXX sizeable ||| colossal XXX huge ||| huge XXX large ||| huge XXX sizeable,10,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,critical**GT**negative,,,,,,,critical**LT**hostile,hostile**GT**negative,,,,,,,large**EQ**sizeable,huge**GT**sizeable,,,,,,,,,,big**EQ**large,,,,,,,,,,big**LT**colossal,big**EQ**sizeable,big**LT**huge,colossal**GT**large,colossal**GT**sizeable,colossal**GT**huge,huge**GT**large,cold**LT**colder,cold**LT**coldest,colder**LT**coldest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",favorable-unfavorableXX,favorable,unfavorable,critical XXX negative ||| critical XXX hostile ||| hostile XXX negative,3,XXbig-little,little,big,large XXX sizeable ||| big XXX large ||| big XXX colossal ||| big XXX sizeable ||| big XXX huge ||| colossal XXX large ||| colossal XXX sizeable ||| colossal XXX huge ||| huge XXX large ||| huge XXX sizeable,10,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,critical**LT**negative,,,,,,,critical**LT**hostile,hostile**GT**negative,,,,,,,large**GT**sizeable,huge**GT**sizeable,,,,,,,,,,big**LT**large,,,,,,,,,,big**LT**colossal,big**GT**sizeable,big**LT**huge,colossal**LT**large,colossal**LT**sizeable,colossal**LT**huge,huge**GT**large,cold**LT**colder,cold**LT**coldest,colder**LT**coldest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",far-closeXX,far,close,close XXX near ||| close XXX nearby ||| near XXX nearby ||| adjacent XXX close ||| adjacent XXX near ||| adjacent XXX nearby,6,good-badXX,good,bad,hard XXX hopeless ||| hard XXX painful ||| hopeless XXX painful,3,lovely-loveliestXX,lovely,loveliest,lovelier XXX loveliest ||| lovelier XXX lovely ||| loveliest XXX lovely,3,close**GT**near,,,,,,,close**LT**nearby,near**EQ**nearby,adjacent**LT**close,adjacent**LT**near,adjacent**LT**nearby,,,,hard**LT**hopeless,,,,,,,,,,,hard**LT**painful,,,,,,,,,,hopeless**EQ**painful,,,,,,,lovelier**LT**loveliest,lovelier**GT**lovely,loveliest**GT**lovely,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",far-closeXX,far,close,close XXX near ||| close XXX nearby ||| near XXX nearby ||| adjacent XXX close ||| adjacent XXX near ||| adjacent XXX nearby,6,good-badXX,good,bad,hard XXX hopeless ||| hard XXX painful ||| hopeless XXX painful,3,lovely-loveliestXX,lovely,loveliest,lovelier XXX loveliest ||| lovelier XXX lovely ||| loveliest XXX lovely,3,close**EQ**near,,,,,,,close**EQ**nearby,near**EQ**nearby,adjacent**GT**close,adjacent**GT**near,adjacent**GT**nearby,,,,hard**LT**hopeless,,,,,,,,,,,hard**LT**painful,,,,,,,,,,hopeless**GT**painful,,,,,,,lovelier**LT**loveliest,lovelier**GT**lovely,loveliest**GT**lovely,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",far-closeXX,far,close,close XXX near ||| close XXX nearby ||| near XXX nearby ||| adjacent XXX close ||| adjacent XXX near ||| adjacent XXX nearby,6,good-badXX,good,bad,hard XXX hopeless ||| hard XXX painful ||| hopeless XXX painful,3,lovely-loveliestXX,lovely,loveliest,lovelier XXX loveliest ||| lovelier XXX lovely ||| loveliest XXX lovely,3,close**EQ**near,,,,,,,close**EQ**nearby,near**EQ**nearby,adjacent**LT**close,adjacent**GT**near,adjacent**LT**nearby,,,,hard**LT**hopeless,,,,,,,,,,,hard**LT**painful,,,,,,,,,,hopeless**GT**painful,,,,,,,lovelier**LT**loveliest,lovelier**GT**lovely,loveliest**GT**lovely,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",far-closeXX,far,close,close XXX near ||| close XXX nearby ||| near XXX nearby ||| adjacent XXX close ||| adjacent XXX near ||| adjacent XXX nearby,6,good-badXX,good,bad,hard XXX hopeless ||| hard XXX painful ||| hopeless XXX painful,3,lovely-loveliestXX,lovely,loveliest,lovelier XXX loveliest ||| lovelier XXX lovely ||| loveliest XXX lovely,3,close**EQ**near,,,,,,,close**EQ**nearby,near**EQ**nearby,adjacent**LT**close,adjacent**LT**near,adjacent**LT**nearby,,,,hard**LT**hopeless,,,,,,,,,,,hard**LT**painful,,,,,,,,,,hopeless**GT**painful,,,,,,,lovelier**LT**loveliest,lovelier**GT**lovely,loveliest**GT**lovely,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",far-closeXX,far,close,close XXX near ||| close XXX nearby ||| near XXX nearby ||| adjacent XXX close ||| adjacent XXX near ||| adjacent XXX nearby,6,good-badXX,good,bad,hard XXX hopeless ||| hard XXX painful ||| hopeless XXX painful,3,lovely-loveliestXX,lovely,loveliest,lovelier XXX loveliest ||| lovelier XXX lovely ||| loveliest XXX lovely,3,close**GT**near,,,,,,,close**GT**nearby,near**GT**nearby,adjacent**EQ**close,adjacent**EQ**near,adjacent**EQ**nearby,,,,hard**GT**hopeless,,,,,,,,,,,hard**GT**painful,,,,,,,,,,hopeless**LT**painful,,,,,,,lovelier**GT**loveliest,lovelier**LT**lovely,loveliest**EQ**lovely,,
