Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार का अतीत गौरवशाली रहा है I,the past of bihar has been glorious,0-3 1-2 3-6,1-0 2-1 1-2 0-3 4-4 5-4 4-5 3-6 4-6,6,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",प्रत्येक उप जिले का एक उप जिलाधीश नियुक्त है ।,a collector was appointed for each sub-district,4-0 6-6 7-3,4-0 6-1 7-2 7-3 6-4 6-5 5-6 6-6,0 1 2 3 8 9,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1978 - आदमी मुसाफ़िर है -LRB- फ़िल्म - अपनापन -RRB-,1978 - man is a traveller -lrb- film- apnapan -rrb-,0-0 1-1 4-3 5-6 6-7 8-8 9-9,0-0 1-1 2-2 4-3 3-4 3-5 5-6 6-7 7-7 8-8 9-9,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",भारत सरकार द्वारा प्रदत्त,delivered from the government of india,0-5 1-3 3-0,2-0 3-0 3-1 3-2 1-3 0-5,,4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",-RRB- ले गये और वहाँ संवत् ‌ १५६१ माघ शुकला पञ्चमी शुक्रवार को उसका यज्ञोपवीत-संस्कार कराया ।,in the sanwat 1561 magh shukla panchami on friday &#44; his yagyopavit samaskara was done .,7-3 16-15,5-0 6-1 0-2 1-2 2-2 3-2 4-2 7-2 5-3 6-3 7-3 8-3 9-3 10-3 11-3 8-4 9-5 10-6 11-7 11-8 13-10 14-11 16-15,12 15,9 12 13 14
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मौलाना आजाद अभियंत्रण महाविद्यालय पटना,maulana azad engineering college &#44; patna,0-0 1-1 2-2 3-3 4-5 0-0 1-1 2-2 3-3 4-5,0-0 1-1 2-2 3-3 3-4 4-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आजादी के समय विभाजन के दौरान उन्होने भारत में रहना पसन्द किया ।,at the time of freedom &#44; during partition he preferred to stay in india .,0-4 1-3 2-2 3-7 7-13 8-12 10-9 12-14,2-0 1-1 2-2 1-3 0-4 4-6 5-6 3-7 6-8 9-9 10-9 11-9 9-10 9-11 8-12 7-13 12-14,,5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राम शलाका,ramshalaka -lrb- ram &amp;apos;s ballot -rrb-,0-2 1-4,1-0 1-1 0-2 1-3 1-4 1-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उसी समय भगवान् ‌ शिव और पार्वती उनके सामने प्रकट हुए ।,at that time bhagawan shiv and parvati appeared in front of him .,0-1 1-2 2-3 4-4 5-5 6-6 7-11 8-9 9-7 11-12,0-0 0-1 1-2 2-3 3-3 4-4 5-5 6-6 9-7 10-7 8-8 8-9 7-11 11-12,,10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली सरकार,government of delhi,0-2 1-0,1-0 0-2,,1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",विकिपीडिया का इतिहास,history of wikipedia,0-2 1-1 2-0 0-2 1-1 2-0,2-0 1-1 0-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दैनिक जागरण,dainik jagaran,0-0 1-1 0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",तुलसीदास जी उनकी आज्ञा शिरोधार्य कर काशी से अयोध्या चले आये ।,tulsi das ji came to ayodhya from kashi considering his advise .,0-0 1-2 2-9 4-10 6-7 7-6 8-5 11-11,0-0 0-1 1-2 10-3 9-4 8-5 7-6 6-7 2-9 3-10 4-10 5-10 11-11,,8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कटिहार मेडिकल कॉलेज और अस्पताल कटिहार,katihar medical college and hospital &#44; katihar,0-0 1-1 2-2 3-3 4-4 5-6,0-0 1-1 2-2 3-3 4-4 5-5 5-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार की राजधानी पटना है ।,patna is the capital of bihar,0-5 1-4 2-3 3-0 4-1,3-0 4-1 1-2 2-3 1-4 0-5,5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली छावनी बोर्ड : -LRB- क्षेत्रफल -LRB- -RRB- जो दिल्ली के छावनी क्षेत्रों को देखता है ।,delhi chaob boi -lrb- area -lrb- -rrb- which looks at delhi very good kshaetre,0-0 1-1 2-2 4-3 5-4 6-5 7-6 8-7 9-10 11-13,0-0 1-1 2-2 3-2 4-3 5-4 6-5 7-6 8-7 9-10 11-11 11-12 11-13 12-13 13-13 14-13 15-13 16-13,10,8 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहारी खाना,bihari food,0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कवितावली,kavitavali,0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",समान्यतः यह आस पास के क्षेत्रों से 7-8 मीटर ऊँचा रहता है ।,normally it is 7-8 meter higher than the surrounding areas .,0-0 1-1 4-7 7-3 8-4 11-2 12-10,0-0 1-1 11-2 7-3 9-3 10-3 8-4 9-5 6-6 4-7 12-10,2 3 5,8 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दरिया गंज पहाड़ गंज करौल बाग,river market &#44; mountain market &#44; karol bagh .,4-6 5-7,0-0 1-1 1-2 2-3 3-4 3-5 0-6 1-6 2-6 3-6 4-6 5-7 5-8,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",संदर्भ,reference,0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यह अपने चरम पर उत्तर में सरूप नगर से दक्षिण में रजोकरी तक फैला है ।,it is spread from its extreme north &#44; saroop nagar to the south till rajokri .,0-0 6-8 7-9 8-10 9-12 11-14 12-13 15-15,0-0 2-4 4-6 6-8 7-9 8-10 10-11 9-12 12-13 11-14 13-14 14-15 15-15,1 3 5,1 2 3 5 7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सावन आए या ना आए -LRB- दिल दिया दर्द लिया 1966 -RRB- शास्त्रीय संगीत,lover has come or not-classical song -lrb- gave heart took pain-1966 -rrb-,2-3 5-6 7-7 8-10 11-11,2-3 0-4 1-4 3-4 4-4 5-6 7-7 6-8 9-9 8-10 9-10 10-10 12-10 13-10 11-11,,0 1 2 5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उनके दर्शन से चोरों की बुद्धि शुद्ध हो गयी ।,his philosophy made the thives brain clear .,0-0 1-1 3-4 9-7,0-0 1-1 3-2 3-3 2-4 3-4 4-4 5-4 6-4 7-4 8-4 5-5 6-6 9-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यह सिलसिला 1960 के दशक में भी चलता रहा ।,this continued in the decade of 1960s also .,0-0 1-1 2-6 3-5 4-4 5-2 6-7 9-8,0-0 1-1 5-2 3-3 4-4 3-5 2-6 6-7 9-8,7 8,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सरकार के निरंतर प्रयास से अब स्थिति बदल रही है -PIPE-,with the government &amp;apos;s continuous effort &#44; now the situation is changing .,0-2 1-3 2-4 3-5 4-0 5-7 6-9 9-10,4-0 0-2 1-3 2-4 3-5 5-7 6-9 9-10 7-11 10-12,8,1 6 8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मार्ग में उन्हें श्रीराम के दर्शन हुए ।,he saw shri ram in the way .,1-4 3-1 7-7,2-0 2-1 3-1 3-2 3-3 1-4 4-5 0-6 7-7,5 6,
