Title,Description,Keywords,goal1,goal2,goal3,Answer.goal1_distractor_1,Answer.goal1_distractor_2,Answer.goal1_distractor_3,Answer.goal1_distractor_4,Answer.goal1_impossible,Answer.goal1_impossible_reason,Answer.goal2_distractor_1,Answer.goal2_distractor_2,Answer.goal2_distractor_3,Answer.goal2_distractor_4,Answer.goal2_impossible,Answer.goal2_impossible_reason,Answer.goal3_distractor_1,Answer.goal3_distractor_2,Answer.goal3_distractor_3,Answer.goal3_distractor_4,Answer.goal3_impossible,Answer.goal3_impossible_reason
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",visit PersonX's friends,increase PersonY's efficiency,affect PersonY's health,PersonX is not allowed to go out at that time.,PersonX is under house arrest.,{},{},,{},PersonX refuses to talk to personY.,PersonY took on too many things at once.,{},{},,{},PersonY won't take their advice.,PersonY is an addict.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",visit PersonX's friends,increase PersonY's efficiency,affect PersonY's health,PersonX doesn't have the money to travel to see them.,PersonX is stuck at work.,PersonX is stuck in prison.,{},,{},PersonY doesn't feel the need for improvement.,PersonX can't get in contact with PersonY.,{},{},,{},PersonY doesn't care about their health.,PersonY is unable to break their smoking habit.,PersonY likes the taste of junk food.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",visit PersonX's friends,increase PersonY's efficiency,affect PersonY's health,PersonX has to work.,PersonX lives in a different country than his friends.,{},{},,{},PersonY is too stubborn.,PersonX is less efficient than Y.,{},{},,{},PersonX is very poor.,PersonY has an incurable illness.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",range in age to years,improve PersonY's quality,improve PersonX's efficiency,{},{},{},{},on,The goal is incoherent.,PersonY has no initiative to improve.,PersonY is distracted by other issues.,{},{},,{},PersonX is just inherently slow and deliberate.,PersonX is a perfectionist.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",range in age to years,improve PersonY's quality,improve PersonX's efficiency,{},{},{},{},on,"The term ""wanting to Range in age to years"" does not make any sense",PersonX is not a doctor.,PersonX does not have any money.,{},{},,{},PersonX does not have the time.,PersonX has sore muscles.,PersonX did not get the right self help book.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",range in age to years,improve PersonY's quality,improve PersonX's efficiency,{},{},{},{},on,Goal does not make sense.,{},{},{},{},on,Goal does not make sense.,{},{},{},{},on,Goal too vague.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",support PersonX's position,understand PersonY's language,look at PersonY's mother,Person X has changed their mind.,Person X is a coward.,{},{},,{},Person X hasn't studied it long enough.,Person X has a learning disability.,{},{},,{},Person Y's mother is nude and Person X doesn't want to be impolite.,Person X get's nervous around women.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",support PersonX's position,understand PersonY's language,look at PersonY's mother,PersonX doesn't have the proper education.,Evidence has been offered that disputes the position.,{},{},,{},PersonX only speaks English.,PersonX does not know ASL.,{},{},,{},PersonX is blind.,PersonX just had eye surgery.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",support PersonX's position,understand PersonY's language,look at PersonY's mother,{},{},{},{},on,Not sure what the sentence means.,PersonX is deaf.,PersonX speaks a different language.,{},{},,{},PersonY's mother lives in another country.,PersonY's mother doesn't like PersonX,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",stand face to face,use PersonY's language,support PersonY's weight,PERSON X IS SHORT,PERSON X  HAS NO LEGS,{},{},,{},PERSON X DOES NOT KNOW THE LANGUAGE,PERSON X IS CONFUSED,{},{},,{},PERSON Y IS OVERWEIGHT,PERSON X DOES NOT  KNOW HOW TO BE SUPPORTIVE,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",stand face to face,use PersonY's language,support PersonY's weight,PersonX is in a wheelchair.,PersonX is a midget.,{},{},,{},PersonX has not been taught PersonY's language.,PersonX lives in a different country.,{},{},,{},PersonY is extremely obese.,PersonX is anemic and very weak.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",stand face to face,use PersonY's language,support PersonY's weight,PersonX has no one to stand face to face with.,PersonX is sick.,{},{},,{},PersonX can't speak PersonY's language.,PersonX is mute.,{},{},,{},PersonX is too weak.,PersonY is very heavy.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",stand near PersonY,understand PersonY's meaning,keep PersonY commandments,PersonY is standing with someone else.,PersonX is too scared to go near persony,{},{},,{},PersonY can't give a clear explanation.,PersonX isn't smart enough to understand.,{},{},,{},{},{},{},{},on,goal makes no sense
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",stand near PersonY,understand PersonY's meaning,keep PersonY commandments,PersonY keeps moving away.,PersonX was told to stay where they are.,{},{},,{},PersonX doesn't understand English,Person Y won't explain what they mean,{},{},,{},PersonY won't tell PersonX what the commandments are,PersonY keeps changing the commandments,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",stand near PersonY,understand PersonY's meaning,keep PersonY commandments,There are too many people around.,PersonY is too far away.,PersonX can't find PersonY.,{},,{},PersonY is confusing.,PersonX is too tired to listen.,{},{},,{},PersonX is tempted.,PersonY has high expectations.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's part,kill PersonY's wife,defend PersonY's rights,The director has already decided on the cast.,PersonX cannot act.,{},{},,{},PersonY and their wife have fled.,PersonX doesn't know where PersonY moved to.,{},{},,{},PersonX doesn't understand the crime.,PersonX is away at college.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's part,kill PersonY's wife,defend PersonY's rights,PersonX was not 1st in line for the part.,PersonX does not know the lines.,{},{},,{},PersonX can't get to the wife alone.,PersonX is in jail and can't get out.,{},{},,{},PersonX is not PersonY's lawyer.,PersonY does not want PersonX's help.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's part,kill PersonY's wife,defend PersonY's rights,PersonY's part is locked in a vault.,PersonY won't allow it.,{},{},,{},Murder is illegal.,PersonY's wife is a talented assassin.,{},{},,{},PersonX doesn't have a law degree.,PersonX was disbarred.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",keep PersonY's place,carry out PersonY's duties,raise PersonX's children,PERSON X HAS NO KEY TO PERSON Y PLACE,PERSON X CANT AFFORD THE RENT,{},{},,{},PERSON X IS LAZY,PERSON X IS CONFUSED ABOUT PERSON'S Y'S DUTIES,{},{},,{},PERSON X HAS GIVEN UP,PERSON X DOES NOT LIKE CHILDREN,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",keep PersonY's place,carry out PersonY's duties,raise PersonX's children,PersonY won't tell PersonX where the place is.,PersonX missed the flight to PersonY's location.,{},{},,{},PersonY's boss won't allow PersonX to fill in.,PersonX doesn't understand PersonY's duties.,{},{},,{},PersonX's spouse ran away with the children.,PersonX lost custody of the children.,{},{},,{}
