Title,Description,Keywords,SequenceId,Beginning,Middle,End
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",gQTSuVR/x2EU4HQHkJLm5w==,PersonX is rudely asking for a cookie,PersonX changes PersonX's tune,PersonX asks again in a nicer manner
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",JdOfZIFyjrVtuTkglnX52A==,PersonX invites PersonY's family to dinner,PersonX cooks dinner for PersonY's family,PersonX Cleans up after dinner
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",e/fEkYwN759wL5GiloYiQA==,PersonX is conceived.,PersonX comes into being,PersonX is well cared for by her parents.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",tI0+07E24DjDVJKaTjHRfA==,PersonX becomes a babysitter,PersonX cares for PersonY's children,PersonX gets paid by PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",bUyZigJTNRSaJbwUWm198w==,PersonX watches the leaves fall.,PersonX cleans the PersonYard,PersonX bags up the leaves.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",At6kMWIwCWesqV8kGWTTWg==,PersonX drives to the school.,PersonX comes looking for PersonY,PersonX picks up PersonY and drives back home.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",POn9Twrb17obvCASGT4jUg==,PersonX has a messy PersonYard.,PersonX cleans the PersonYard,PersonX is proud of the way the yard looks.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iCyP74hx/H2qdiVBapbgRg==,PersonX tries to be friends with PersonY's girlfriend.,PersonX cooks dinner for PersonY's girlfriend,PersonX gets to know her better.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",pMCWXabNEhqI47AqYaVE+Q==,PersonX volunteers at the local food shelter,PersonX cares much,PersonX schedules another day for volunteering
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",6D5ddSU53KPlgCm655ifGw==,PersonX overdoses on drugs.,PersonX cleans up PersonX's act,PersonX goes back to school.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",yApYKyLEAfVc/CoVQvJcLw==,PersonX is debating PersonX.,PersonX changes PersonX's views,PersonX debates PersonX on new topic.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Lehm7Q52wN/s0dxLhFP3SQ==,PersonX sees PersonY across the room.,PersonX comes near PersonY,PersonX is told by PersonY to go away.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",+Qx4idXnfAz3+BzCybOAbQ==,PersonX asks PersonY for a dance,PersonX caresses PersonY's cheek,PersonX makes PersonY blush
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",LCzebGk6TlfBrxYvLvefYA==,PersonX goes to jail.,PersonX changes PersonX's way,PersonX comes out reformed.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",L1EyBKW0L86JCQvKvYO00g==,PersonX takes personY home after the date,PersonX caresses PersonY's face,PersonX kisses PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",aU13kWO0nJByH/IjgavoaA==,PersonX is a PersonYoung boy,PersonX comes of age,PersonX becomes a good man
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",EL1k428cZzAfxLlM6rnRNA==,PersonX buys ingredients,PersonX cooks food,PersonX serves the food to his family
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",n1LG9xnij0+4n46ZTt44gg==,PersonX accepts PersonY as a patient.,PersonX cleanses PersonY from all unrighteousness,PersonX accepts a referral patient from PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",TrQb8nuOigsdtvRxw0jIFQ==,PersonX makes  a pass at PersonY,PersonX caresses PersonY's face,PersonX goes in for the kiss
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xvnNrlDJbd2lEE2CsahdyQ==,PersonX cares for PersonY,PersonX changes PersonY clothes,PersonX gives PersonY a bath
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xUToy0fCi411NFsiahrfjw==,PersonX turns on the computer,PersonX comes online,PersonX chats with others
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Hcbw1wz1isbfoOhH2Cpwyw==,PersonX donates money to PersonY,PersonX changes PersonY life,PersonX offers to help PersonY even more
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",+T6bZGXskHyek5A7VG8zWA==,PersonX buys a bunch of groceries,PersonX cooks for PersonX's friends,PersonX cleans up afterwards
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",6+rxuO/ZjEX66lXFNci1gA==,PersonX works hard,PersonX clears PersonX's lines,PersonX goes home
