Title,Description,Keywords,example,generic,always_generic,only_generic,ex_iloc,file_name,ex_num,pattern_num,pnum_gpt3,ppl_gpt3,need_anns,Answer.always_generic,Answer.ee,Answer.is_tricky,Answer.only_generic
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the Sun is a source of heat,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1140,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP3_gens,3,17.75887546,3,2,28.41,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans are often consumed as part of a dessert,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",568,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,1.859205651,3,0,10.246,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans are often consumed as part of a dessert,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",568,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,1.859205651,3,2,8.608,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans are often consumed as part of a dessert,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",568,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,1.859205651,3,2,10.76,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an air mattress can be placed on a bed,an air mattress is placed on the floor .,All air mattress are placed on the floor .,An air mattress is only placed on the floor .,763,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,93,gpt3_typeP4_gens,4,17.45626238,3,1,40.056,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an air mattress can be placed on a bed,an air mattress is placed on the floor .,All air mattress are placed on the floor .,An air mattress is only placed on the floor .,763,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,93,gpt3_typeP4_gens,4,17.45626238,3,1,12.282,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an air mattress can be placed on a bed,an air mattress is placed on the floor .,All air mattress are placed on the floor .,An air mattress is only placed on the floor .,763,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,93,gpt3_typeP4_gens,4,17.45626238,3,1,7.959,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a microwave oven has a heating element,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1141,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP3_gens,3,27.08808891,3,2,58.414,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a microwave oven has a heating element,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1141,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP3_gens,3,27.08808891,3,2,9.719,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a microwave oven has a heating element,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1141,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP3_gens,3,27.08808891,3,2,10.157,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lorry has to be able to drive long distances between stops,a lorry must be able to stop .,All lorries must be able to stop .,Lorries must only be able to stop .,960,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,658,gpt3_typeP3_gens,3,22.51498235,3,2,24.254,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lorry has to be able to drive long distances between stops,a lorry must be able to stop .,All lorries must be able to stop .,Lorries must only be able to stop .,960,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,658,gpt3_typeP3_gens,3,22.51498235,3,2,34.148,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lorry has to be able to drive long distances between stops,a lorry must be able to stop .,All lorries must be able to stop .,Lorries must only be able to stop .,960,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,658,gpt3_typeP3_gens,3,22.51498235,3,2,49.204,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",it has a duty to protect the lives of its citizens,an administration has a duty to protect its citizens from harm .,All administrations have a duty to protect its citizens from harm .,An administration does only have a duty to protect its citizens from harm .,764,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,263,gpt3_typeP4_gens,4,8.875259528,3,0,9.711,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",it has a duty to protect the lives of its citizens,an administration has a duty to protect its citizens from harm .,All administrations have a duty to protect its citizens from harm .,An administration does only have a duty to protect its citizens from harm .,764,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,263,gpt3_typeP4_gens,4,8.875259528,3,0,35.919,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",it has a duty to protect the lives of its citizens,an administration has a duty to protect its citizens from harm .,All administrations have a duty to protect its citizens from harm .,An administration does only have a duty to protect its citizens from harm .,764,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,263,gpt3_typeP4_gens,4,8.875259528,3,2,8.686,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans can be used in cooking,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",569,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,2.315960485,3,2,41.216,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans can be used in cooking,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",569,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,2.315960485,3,2,39.11,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans can be used in cooking,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",569,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,2.315960485,3,0,9.129,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",hair dryer has a heating element,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1142,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP3_gens,3,30.59716745,3,2,109.114,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",hair dryer has a heating element,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1142,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP3_gens,3,30.59716745,3,2,7.959,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",hair dryer has a heating element,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1142,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP3_gens,3,30.59716745,3,2,25.038,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans can be ground into meal and used as an ingredient in baked goods,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",570,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,2.441154736,3,2,29.069,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans can be ground into meal and used as an ingredient in baked goods,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",570,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,2.441154736,3,2,5.804,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans can be ground into meal and used as an ingredient in baked goods,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",570,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,2.441154736,3,2,11.926,,1
