Title,Description,Keywords,ObjectUseId1,Object1,Use1,ObjectUseId2,Object2,Use2,ObjectUseId3,Object3,Use3
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",IOpghkGDRy7bxt5TghcMmA==,a stereo,to hear music to sing along with,05+DEvYLr0tBpz1H/33Q8A==,Connections,help move up the corporate ladder,CBiJ+oLy9q2zjCMnES2LIg==,mouth,swallow properly
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",MmtYg13UKN5q8wbff0kPeA==,mask,protect face,pbxVJm0eOqCM87jclr/FXg==,Bank,hold the payout,QRZRi4dR4KuBXUIkpo9WLg==,pizza cutter,split the slices
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",loGGOK+TBDNAnyCqKpUvsw==,job,assist PersonX,xJlhncIoo/soKjpB3fOkUw==,currency,go to attractions,7D6m1Bd45rnWnAYQfLrTNw==,glasses,see what needs seen.
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",RSRDOdzR0bO/QmmrplkH6A==,cover,prevent machine from getting dust,0t1bycC3fdz84V2L8zWchw==,moving truct,carry belongings,4kTi59pb4EKeRzAZ8+gopg==,case,allow fumbling of hands using the phone
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Jh6RX6mBEAGme9awx7blwg==,carkeys,start ignition,VSIp10EGOw7B2O/hK8AFCQ==,A newspaper,view the classifieds,1iwGEF9tZ6CZ2Hk+A3u2Xw==,bicycle,get to park
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ApuFthcrw/V/4BYIJksX/Q==,payment app,pay for transit,nzcmGqVFpqiKjn3p+llRHw==,clipboard,write the teams on,d/H5JuqoO9I5puK/6eDRzg==,shoes,keep their feet protected
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",TCa/tPj51Sg7nSlTE78ENg==,a kitchen,have a table in.,6LkcbhXvuFKgZVI76Fxq/g==,driveway,park the car,2XFjGp00dEhNX6+iTQtjFA==,writing utensil,write answers
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",PGhEOAlwioxU0ito4h2kFw==,some medication,help with the fear,iSsJPb9AikSDnYmAb6zn3Q==,a bell,ring on their trip,ZtewvFd3z/NLFSolmoG9Hw==,glue,hold the pieces together
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",lB8du7gP/q554VgJ5BqHWg==,pencil,complete the homework,nzkKx10wB1/6aDdVE/CPOQ==,gym membership,use exercise equipment,93Ng98vky932kS/xr8c6JA==,automobile,drive to and from the store
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",VVUxzFXD+CZQMlUSRew+VQ==,receipt,confirm payment,Guo38mbHQZxvyoveNYPj4Q==,address book,store the apartment owners phone number,W4pvu8Wuw4caylfHOaqbRQ==,map,find the house
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",/9DQY2vOLZcV/hqnLmIzQA==,scissors,cut things,J6/ONnqXuMzeomm+gAINfg==,bowling shoes,protect the hardwood floors,rmLMwn3mQWnJ+Y/aY0Cu1g==,belongings,decorate the house with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",40PXEQz3VR9bzIqvdgJTsw==,pockets,put money in,x5TK1KMwUkzNey9zW0jhlg==,dummy,practice breathing into,WLQncYhNmKgN5RfeOKPh2A==,lawnmower,cut lawn
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",4yb+b1DX9jQLjK9m5F2lXA==,gown,wear to the ceremony,ZW2eFHkUXihi/uv3prAF9g==,motorcyle,drive there,gChWxLnVMSV6nWTizalOBg==,jack,crank up the car
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",hMMiJBGSi5mrjcl9twFnrQ==,pants,pull on,YPu50Ln5gldS2Wivhzxn7Q==,sunglasses,shade eyes from sun,LKC1EDOzoqhwV5FujGvwWQ==,water bottle,hike  a mountain
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5r5qZYu3nmjbqO9Ixp81/g==,a boarding pass,get onto a flight,/XT90YJSnH25tFM9SRw3fg==,helmet,stay safe,v3BRYsVOIrcSnK1ZGIuj/Q==,fists,strike with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ouoyddiNfHanUX0+vX31gA==,house,arrive to,FQeIMO8PthL2nTbWOqpTRA==,plates,eat from,CTuuWtsBUYxwZ0+Fkjtckg==,gift,wrap up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",B1ah+Wj6r21Z58UejW4gnw==,a bus,go to the office,MtSkil+ndxaNcpISIdQnVQ==,toiletries,give away,BMjIS1+9jkSnrqXIU5YV1Q==,reins,control direction
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",0c+Ie79B9IRSPXebt6CKpg==,canned food,give to the canned food drive,++d6t8MG/tYTq9dJ2hehiw==,a hobby,do instead of smoking,+Ui6HCpfZTS99azOqCey/w==,pain medicine,make the process not hurt
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Va9P3OCqv9FR3j5sYiMPvg==,angel,to put on top,22E0+kkuOfAv4mETN3QgeA==,mirror,look at self,rqteDTmTMMtY4NoTalwskQ==,truck,drive to factory
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",V5f4EGBOYbOxeeAfsnlcCQ==,mouse,maneuver between the cells,Js5uPEDGWCFVlkQaKto9Yw==,speech,prepared to read,Z25nLa0e5p0zEDt2uCgwoQ==,calculator,count sales
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",RKEgmsEQjPqRWDpNfNscXw==,van,ride in to the zoo,VmbiHj2RKtbALley8vi0bQ==,instrument,learn to play,Y8DQsKjrOwGM9ZOzayscng==,letter opener,open letter
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ISiAyofwe6EDuyrnmDfYow==,a bank account,save their money,X1urWPNdg6NOZjcFEsqLag==,extra money,pay for the dog,lgghLRznhDRqHTpOsT472A==,cocoa,flavor the cake
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DQH52/DWR26ciI6kqG0rXA==,napkin,get crumbs off,0vod8DCoWK5+7N8ZJlgwgw==,resume,give to personx,5J/fWGBb40sbi360q5oDqw==,ink,write with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Oke4CYdrzTBFXtpGm3VdOA==,A television,Engage in screentime,usuzVzXeITZAMoXxRiQXvg==,leash,put on puppy once its found.,ndgBZRhDO9xoLPcr07dM2g==,identification,prove their identity.
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",l6QC7WqT6a/UboLUS3omRw==,drawer,store the stapler in,KS/sertHuZc9DKSwI2hxog==,writing implement,make designs,PsX+BjhCbyib0IP5hWPkbw==,bands,place on personY's daughter's finger
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",y8EJTw7RDAQs5NVAjGJJvg==,Napkin,Set cheese on,HNcwJQxsdY0o5YXc7RxZLQ==,backpack,put on parachute,tbJlTFOtChGIVn+lPARFNQ==,automobile,drive around
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",p4ofSkbgf+mbg1Jlo3XxzQ==,cover,to put around shoulders,HWByNR+OWD5+u9Z+XgFjdg==,License,help patients,kN82kcZzspqOR6zGwWQ7AA==,financial means,afford their purchase
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",NjAkt1j88eukeUA1Idw5NA==,wet wipes,get rid of grease,6E32xr9F3FUhgLMCw9y9YA==,fishing rod,make a catch,/W0R5XRC8W29pVW0+Lrj8g==,tack,place the papers on the bulletin boards
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",yVUJYUVk5q1OS7UDBQVSAA==,equipment,cut the grass,FF9gEP2LW1J0y/8FY2ZaJw==,some food,warm in the microwave,V+AFgeoBOrmSHv23OMHiTA==,slippers,go outside
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Ulht3fKs9KwTmuJJ7uK5Lw==,automobile,be sitting at an expired meter,im7+0PPF9OuvRDphQIrbsg==,debit card,make purchases,qhbiaf4brPXOKYaNK7JdQA==,radio,distract themselves
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",uJDdc7RpzGDpo5rncfrXzQ==,bible,be sworn in,PkZTGxNcjDNLE9svMa2X0w==,an musical instrument,play at home,LOgeIzAr7Vg9AoKvWhSj0g==,papers,write music
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",hsWWGz0HMdlCLI7ZDeqAGg==,gym equipment,train for the race,QmSfB25o5T9XVlMG7dv/LQ==,eyes,see in front of him.,DT2VsHnFmRWt3Agi1sIsRA==,bank account,pay for land
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",jCDi3JdqwsoIcJwTH3GBPg==,a book,gain knowledge,xM0Qmhx76HVI2Iv5pHee+Q==,ID,get into the building,UCxDSCm5nA2T7rdJ6weNgg==,knife,spread the peanut butter
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",wO3DP1GpAKJhV0sN3qZbAA==,A railing,Hold onto,7+Z0dv72d5NFXPx7XFlzfA==,briefcase,store his belongings,/cHIxZVttRsgcY5uXcL6tA==,cards,deal out
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",3Q+/ejXVtv0O5FVj6ZoFBA==,cash register,ring up the items,Yv1c4twkXvLWt+ISquFB9g==,calculator,run checks,gWtxTsqvAPW1x11pFzvRnw==,coins,give as payment
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",PEkBbnizWju5afGAR//LnQ==,ID,show they can buy weapons,QltfaX6TZZBiprLaqK/o9w==,headphones,hear the controls,JjMZtHXHHvaLequT6nQRWQ==,dumpster,take the trash somwhere
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",q1RtvUXHsH7AIEIYTH3ARw==,Phone book,Look up personY’s number,47mDu5lPswpL+ud9p5S+IQ==,proper footwear,keep from slipping,vrMSxVo1G3HgQoF6d/G3cQ==,DVDs,see older films
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",q7EJIIu74y22dn84MWgbJg==,napkin,catch the crumbs,EyHj7GYDpP30sSHSWc7V1A==,A bill book,write the bill onto,xtYFAMloKiZ7VYLqHZSnsQ==,decorations,for the decorator
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",XE+CADmdstX93c1ueeDgag==,sppon,take a scoop of peanut butter,z2fMWv9MyfdF/d6qhiXIEw==,bucket,hold the gas,3I1h3Y/g1ux0s7oDvMRCng==,slips,fill out money
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",geBa+TRSge0o+jlB294IgQ==,soap,wash body with,MuQJRa//m1slGDTrHEqJ8w==,mouse,move clicker and click buttons,JBQO/oa62IHuEC6X3z65Gw==,prescription,bring to pharmacy
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Ofuj1b+ZFzoFgdT6EWnZcw==,lessons,learn how,0+CHZSg3SCFvnQ+ZeeLC9Q==,A table,place the phone on,AxT6Iuxtuc+fbcU9xp2tWQ==,walking stick,keep balanced
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",fUyZAIkA66qGifgOF5NkJQ==,menu,decide what to order,6zC1fwDpU+rJ4diuZZifkg==,camera,capture the performance,SCet4z1/udJZd2yb3ArEwA==,transportation,get home in a ideal timeframe
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",CoqNgbsQyZMkavBFAkvyxA==,housekeys,get into house,6GcXRHq7qVTM4iNf/hQzag==,a good work ethic,want to work hard,+Oe7kePreW6+9Qm300Pu2w==,Directions,their friends place of work
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",TD56JIYYL7Vv413v8L8Faw==,wrapping paper,put around the gift,8Ss6HF5w0xtABxvf/vvV6A==,a car,transport the perpetrator,h0t6g8TyDYB4UXqmaQuZ3Q==,automobile,get behind the wheel
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",x1TMBi9tjbbOaUymIiA5Yg==,Freezer,store the dinner,4IWGpxiGTvUXcBwlIkeUsQ==,financial means,pay for their item,rTblUwTaSUHePfUzm6Ssow==,vines,hold on to while climbing
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",UKSg//VXtBLXw7jcjFk5kg==,glasses,stack up,rn03sLyXRkpaV4U3gApItg==,blinker,indicate turns,cCSRFMty+BR402cM8BiVgg==,house,grow value
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",p+S/j+p8EWDsy/zsY48xpg==,mailbox,look for postal items,rwWFesCgCoOqcrb2M/Rk1w==,case,place guitar inside,fGU1tuAY030HUJbh9vHzFQ==,sheet music,play the songs
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DyGV+32Z6zEyTWV7/Y2ZlA==,moving truck,move items,vC/YzAv1JAWg9pX0TAqsVA==,washer,clean the towel,jc9jtCqrw51+8QwABPa2fQ==,paperbag,hold fruit
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",cRV0AeiPMQOg2QdKC6aSfg==,financial resources,pay for their item,g8ca/1wBnywucmWWL87sMg==,platter,serve cake,RFlIm7o9AHwbcC+UJ8AMuw==,pedometer,measure miles
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",oTQBrgOEmivJIQ/d6NimbA==,button,press with finger,/j5vVJfMdnsasWtIP9k33g==,Jack,prop the car up,RZzSrZQsS5a34RF2+yKWIQ==,Sponge,wash it off
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",zdWEsqvfoqDz3iFlrj9BHw==,love letter with cash,set on the counter for PersonX to read and to cover the cost of the cigarettes.,1rrYRoQLbdF2v1ds4OjjuA==,spoon,slurp soup from,M8adyO/cTQRO4CH6Fj/yDg==,alcohol,get everyone drunk.
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",a9iokm1M2BFNWcoxZ3rvdw==,a phone,answer PersonX's phone call,HURfRsT6paHUNMRjlKH5qw==,ball,try to hit,2/9T5nyDPpv4ixEObD9PXg==,A nice big A,let them know they passed
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",huSXbaQNdoqJ9ZfwCxZ4cQ==,guitar stand,place his guitar into,2//81lUvj+zZylpaT1QvOw==,Glasses,read the letter,hEbi9uPIGVpPVO4ateW/sw==,leg,move foot
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",7hU9b/21h5O2gSdHoKUQyQ==,button,make the fuel selection,r0UhWLCj+h/ISDSNmRwebQ==,tv,watch between naps,UWuipAk/DzsFml4uihf00A==,funds,pay the co-pay
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",bK9Jz8G/pV7GgQj1hf7SGQ==,gun,shoot criminals,FFSTkW/dxEQsYKOT+KtCzQ==,a taxi,go to the store,OvdS0nVC3S6lk4zWbprtFA==,schedule,know when the bus comes
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",r0hxslNLZyYKh3zZol0TNA==,wedding clothes,look their best on the big day,ncpJxoge7FAMfvgp3sgSyg==,bed,lay down,rj2nu06skmVSZaayZFxp8A==,cake,serve to guests
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",g3dkOFNsnhVspQ5jUUrCMA==,coffee mug,hold their coffee in,AY7gjuDo0c+3L7w2TJ8hVA==,currency,purchase the gun,3B17r3mflBewd6lhXMbimA==,flashlight,be able to see
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",dKDP5QdeOrAftldOT0f8KA==,door,open and close,GkKtEy9zPf9iHMCjdaEc6A==,Nose plugs,keep water from nose,aGy7BcD6eMlw4B6ZmR8dWw==,toolbelt,hold their tools
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",nZ2fO9+UEDVa2hvJdgrqAg==,bed,let the animal sleep on,R1MbDbh7vgTxJ0NNmd4ppQ==,feather duster,clean the bars,vD5l7WURwb1OAgGRuG7qog==,dog food,feed dog
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",IG59LmIjyD5/DGrC8JQnPg==,table,hold the balls,3lhMFhzLY4sF6wuKWbi5bg==,set of picks,shred guitar solos,/5m0L6Cw6K6anyl+uaSWZw==,supplies,clean appartment
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",aHC6xmJbZUdei/hubYziAA==,a fresh nappie,keep the bed from getting wet.,F0Tc9Jos0f4r9PIDqjog0A==,hose,rise off,3FwicYv/3WriLpFsKHiG2g==,spoon,eat the food
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",iixzVrWsX26REcbFwcSQVg==,cigarettes,inhale from,gVcIJSEpr5/MJTTev0LJwg==,entry fee,enter the tournament,LTr8U/3bckCXW8dAieizyQ==,handle,hold the kite
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ZAvz5utB2ZIppdk73zJgRg==,ambulance,drive to hospital,vtBouIvgfOLfSPzxYYRceA==,forms,fill out in the waiting room,SCvGFV4QDwhbOuXvvKNdEw==,instruction book,have a pattern to follow
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",srwQ3veYkaM6M9Bd8V/ktA==,glass,sip from,PH9Kf7HXaAJO8i4tuNhMmQ==,contact number,arrange a meet up time.,gl53pjZPqf+aotzhQBuEPA==,instrument,write on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",+oHOMvAOhjm4kUbWPA+LsQ==,stemware,pour into,Ybvm8IkAGKaPc2RlJAW7CA==,ID card,verify the individual,DB+uwGJ4WvezLzxgt538SQ==,cutting board,cut veggies on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",hFaZyd2ay5FUeejb0uBGyA==,a seatbelt,wear to keep them safe,yf3aFiveC99rjg615JDcGw==,oven,heat the food  in,hRfXd4UyB+cZPQ/Yoo8pUw==,cell phone,make contact
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",/01goJ+iMp5QNRKlbwUpxA==,backboard,shoot the ball off of,P5b/sNnHuFvkitefuREBSA==,medical card,show proof of insurance,AJBshZ2MYnONsianVfwZOA==,oxygen,support breathing
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",2Qhus4RE1GyuBxKH8tBHfA==,cup,rinse out,+nxFMEf5czMebvX64o0Ylg==,knife,cut up the food,jYkaUJZZM+Q7U01nldc4KA==,Bed,help PersonY relax
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",wLb37032ju3uEL0AhYcGLg==,backpacks,bring school supplies,fChExmf0pr4Gg3XKjMoFhw==,some thread,stick in the needle,EVyQuQU9+TQXRg+I465DHg==,canvas,pain on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",cZxLtI6UtZMEr1tfjQFNiw==,house,search for bag,kbAHP7hA0MiCZhiqX0onfw==,backyard,let the dog potty in,mxjlhvkHZcxGyXeQVPg13g==,disinfectant,spray the counter with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ND5MJObFJP9mH+89tRXljg==,Make up,compliment the new dress,rMiFrm2sS2DkNiCBdCw48w==,Information packets,hand to clients,TNrQW345/oo7Nh/gA98OAA==,truck,drive across the country
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",yYTl2ihbXHYigaT6q1OHJw==,financial resources,pay for the meals,wkP2+pHolTnwyZhis935og==,gloves,to put on hands,1ZHHWMLsga8cZQOG7bq2zw==,headlight,see road
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",kwJ8PbQHLzlLya4jbdC4zQ==,cloth,clean their foot,0E5sUVSH5o+TZxbOsJ2HCg==,shin guards,keep bruises from forming,GKG+uDeq3BLgixDY4CJKRQ==,automobile,offer PersonX a ride with
