Title,Description,Keywords,ObjectUseId1,Beginning1,Middle1,End1,Step1,Object1,Use1,ObjectUseId2,Beginning2,Middle2,End2,Step2,Object2,Use2,ObjectUseId3,Beginning3,Middle3,End3,Step3,Object3,Use3,Answer.Step,Answer.rationale1,Answer.rationale2,Answer.rationale3
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",I+XLZmW7/QHkyeSea4x6zg==,PersonX buys flour and PersonYeast,PersonX bakes bread,PersonX eats a sandwich,End,hands,eat it with,qG9rwDhw0HBH42sjVZLTIg==,PersonX proposes to PersonY,PersonX plans a wedding,PersonX gets married to PersonY,Middle,binder,organize vendor details,qWbrha77kkQs+yn9lXfPcg==,PersonX eat ice cream PersonYesterday,PersonX is feeling ill,PersonX he took some tablets,End,medicnie,feel better,End|Middle|End,To be able to hold the sandwich.,To be able to look at all the vendors.,To heal quicker.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",11dvBEj/TsouQKRnflKDRw==,PersonX drives to the airport,PersonX never been on one before,PersonX takes off on a flight,End,Rosary beads,hang on to whilst praying,tphsVqK3gjMJ5u8esiTZzg==,PersonX trains for a marathon.,PersonX runs laps,PersonX enters the race.,End,funds,pay for entry fee,+4A3lo3KtOUfVN3GWkEIAg==,PersonX meets up with Personx's friends,PersonX plays basketball with PersonX's friends after school,PersonX wins the basketball game,Middle,Hoop,toss the ball in,End|End|Middle,Flying in a plane for the first time can be scary because people are afraid the plane will crash. Praying give some people comfort.,Races require funding so they can set up the course and pay staff to keep everything organized. Participants will pay a fee to make sure there is enough money for the race to be put on.,"Basketball is a sport where you throw the ball through a hoop in the air. Without a hoop, you can't play basketball."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",hzYcT2oihbTaDZ3+fmLGPg==,,,,,shorts,allow for flexibility,YV0pwAbbNJRrQ3a0Wfp8Rw==,PersonX sees a plate of food,PersonX feels very hungry,PersonX orders lunch,End,menu,pick out the food,p/6CEEstfHLWOHL7ESYIaA==,PersonX cleans their body.,PersonX is taking a shower,PersonX dries off with a towel.,Middle,hot water,stand underneath,|End|Middle,The shorts can be pulled over half the legs and fastened at the waist to allow for flexibility.,The menu has text that can be read to pick out the food.,The hot water can flow in a concentrated area to stand underneath.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",x+4V4vscGgBLfvFcXmJE7w==,PersonX buys a basketball,PersonX gets a team together,PersonX practices with the team,End,basket,throw the ball in,ACqEKRJP0Mb1v+pZI7fyzQ==,PersonX dreams really hard,PersonX comes time,PersonX gets money,End,debit card,put in atm machine,xdqz5zVVkVy8viPSXgsRNA==,PersonX puts on running shoes,PersonX runs for exercise,PersonX drinks water to hydrate,Beginning,athletic footwear,protect feet,End|End|Beginning,So they can play the game.,So they can get some cash out.,So their feet don't get hurt.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",OS3maln9PsCa0eUKIKnRxQ==,PersonX practiced,PersonX beats the bishop,PersonX feels proud about what they accomplished,Middle,chessboard,play game,YvT3IyWPbcOMPiqWTtk8qA==,PersonX cuts the vegetables on the counter.,PersonX scratches the surface,PersonX quickly covers it up.,Middle,counter,show the stratch,LqdlE+oV3qAo4mHFspai1w==,PersonX studies hard.,PersonX graduates school,PersonX gets a good job.,Middle,A gown,Wear onstage,Middle|Middle|Middle,The game of chess is played on a chessboard and is required to play the game.,this makes no sense,When you graduate your given a gown to wear for the formal ceremony.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",G2dNGFLE5hTq1oP1KRpN4Q==,PersonX graduates from high school,PersonX applies for college,PersonX gets accepted.,End,an acceptance letter,verify acceptance,ObjNprXBoj2/pvM0ZReVaQ==,PersonX climbs up to the point,PersonX considers the rock from the point,PersonX climbs back down again,End,harness,attach body to rope,01oYn7Jk/ulk5iSZr5qcUA==,PersonX wants the shirt.,PersonX buys the shirt,PersonX wears the shirt.,Middle,cash,purchase a jersey,End|End|Middle,The acceptance letter has text to read to verify acceptance.,The harness can wrap and form a closure to attach body to rope.,The cash can be given to the seller as exchangeable value to purchase a jersey.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",yjvZaEjUKu7b4QXsuAwurg==,PersonX learns how to play football,PersonX is playing football with PersonX's friends,PersonX steals the ball and scores a goal.,Beginning,a soccer ball,kick around a field,ym0u7gwA59zZ2u7MiCx0mA==,PersonX walks up to the atm,PersonX gives the atm money,PersonX takes a receipt,Beginning,shoes,protect feet from rocks,J+rQgfRTLAQF1OfSwst+BA==,PersonX puts lotion on their hands,PersonX lays on PersonY's back,PersonX rubs muscles,Middle,couch,Lie down on,Beginning|Beginning|Middle,A soccer ball is used to play a sport. The ball is used to kick around the playing field toward a goal.,Shoes cover the feet providing protection from objects on the ground.,A couch is used for sitting and laying. Laying down requires a soft surface.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",qwmoD8Ht3NeaE1MU/IzaRQ==,PersonX wakes up in the morning,PersonX goes to school today,PersonX walks home from school,End,bookbag,carry homework and books,Fw/4CmjptWpMf2NQhItQ8Q==,PersonX onX gives PersonY a physical exam,PersonX sticks PersonY's hand,PersonX onX takes PersonY's blood sample for annalysis.,End,label,mark its identity,SmrXRgm/HWR/tE8z39WCrA==,PersonX has a baby,PersonX feels depressed lately,PersonX gets check for postpartum,Middle,tv,sit on the couch and watch,End|End|Middle,A bookbag can be helpful for organizing and carrying several different papers and books.,Labels are useful for keeping track of what sample belongs to whom,TV can be a pleasant distraction from an annoying baby.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",8xsh+xmYgXG3o/MXRpwaIQ==,PersonX gives bad advice,PersonX leads PersonY astray,PersonX feels guilty,Middle,medication,stop the pain,IPDZPd1pzhhVWl+oy7CVXw==,PersonX celebrates a birthday,PersonX lights a candle,PersonX blows out the candle,Middle,lighter,light candle,DtG4xU9Ou7E5mEfxDgChFQ==,PersonX has an interview tomorrow,PersonX sleeps through PersonX's alarm,PersonX does not get a second chance,Middle,alarm clock,set alarm,Middle|Middle|Middle,"Medication can be used to prevent pain or nullify it, the individual used medication to help.","A lighter is used to start a fire, the candle needs to be lit with fire to celebrate the birthday.",The alarm clock is needed for the alarm to be set on.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Oazn9e6N4jcYddG/bMwOig==,PersonX tells friends they're afraid of a person,PersonX stands face to face,PersonX walks away proudly,Beginning,tablet,share video of the person,vzjsd+dyBeJUMa7errKKUg==,PersonX starts a camp fire,PersonX moves closer,PersonX makes smores,End,stick,hold snack over flame,bSiJXD0xc6P+STTy/hiQ7A==,PersonX searches for a new car they like,PersonX finds none,PersonX searches again,Beginning,car,visit dealerships,Beginning|End|Beginning,A tablet can be used to contain and display information.  A video can help indicate a person's bad behavior.,A fire is too hot for a hand to near.  A stick can help maintain a safe distance to roast the food.,Dealerships can be spread over a great area.  Transportation is needed to reach the locations.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",a9ZvZr2ifowcqkQ0vh+09g==,PersonX tries to talk to PersonY,PersonX finds PersonY unresponsive,PersonX leaves PersonY alone,Beginning,computer,communicate by internet,4kyJECbT4KU+x7Ut81ixzA==,PersonX makes dinner for the party.,PersonX tastes the food,PersonX adds more salt.,Beginning,plates,serve the guests,XhOpDTXHBk5gZqtattCFbg==,PersonX bakes for several hours,PersonX eats cookies,PersonX takes cookies to neighbors,Middle,napkins,prevent hand from getting dirty,Beginning|Beginning|Middle,"People communicate in different ways. When people cannot speak in person, computers give a way to communicate by the internet.",People serve food at dinner parties to their guests. They need a place to put the foods. Plates allow a place to put food for guests.,Freshly baked cookies can make a mess. To keep hands clean a person needs to protect them. Holding cookies with napkins will protect hands from getting dirty.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",nQ2LoA3/pbprmfRUQVizBw==,PersonX onX begins to eat a large container of popcorn,PersonX gets sick of it,PersonX onX puts the container down,End,table,put mat on,rAx2lqsZ7CCO1pHcv2aAqQ==,PersonX walks into a meeting,PersonX wants to hear,PersonX takes notes,End,a notepad,to write down meeting points,OXi+Cm9fj/5UU9m8Dd7cjw==,PersonX cut off PersonX's leg,PersonX not has a leg to stand on,PersonX sits down,Beginning,thread,sew up wound,End|End|Beginning,A table is used to hold food items. People put a mat on the table to protect the table before they put the food items or food containers on top of the table.,A notepad is used to take notes for meetings or for school.  You need a notepad to be able to write on to take important notes from meetings.,Thread is used to sew two things together.  Thread can be used to sew a wound closed.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",q7C3Hn3036tZY48vtUowmw==,PersonX just turned 16.,PersonX learns how to drive,PersonX goes and takes their driver license test.,Middle,van,drive around,xX1FifnWU7vK93nw6OP0vQ==,PersonX is driving very fast,PersonX tries to stop,PersonX hits pedestrian,End,a van,run into a person,fbus19faj0Eq3YQJkQuNAQ==,PersonX arrives at the poker game,PersonX lays eyes on money,PersonX plays their cards right,Beginning,clothes,to wear and not attract unwanted attention,Middle|End|Beginning,A van is big and easier to manuever in. If you can drive a van you can drive anything. It can hold more people so you can get more help driving.,A vehicle can cause a lot of damage if they hit a person. A van weighs a lot and is big and bulky.,Clothes will make sure you don't stand out in front of the crowd. it can help you concentrate better and not make you think about what others are thinking of your clothes.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Rc4qVZ07YvsuWncwhaA7Vg==,PersonX wants a new car,PersonX saves all PersonX's money,PersonX can finally afford a down payment,Beginning,documents,show proof of income,rd2GFUW9DjiEbUQVjax/jA==,PersonX has unprotected sex.,PersonX takes a pregnancy test,PersonX finds out they are pregnant.,Middle,urine,test on,u401ipG5CkSCHWmhe1bbCA==,PersonX finishes making dinner,PersonX calls PersonX's kids,PersonX waits for everyone to come to the table.,Beginning,dining room,host the meal,Beginning|Middle|Beginning,"Getting a new car often requires financing or a lease. To get financing or a lease, one needs to show they have an income through documents.",,"People serve meals in a dining room a lot, so one is needed to serve dinner after making it."
