Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3,Answer.Event1,Answer.Event2,Answer.Event3,Answer.after1,Answer.after2,Answer.after3,Answer.before1,Answer.before2,Answer.before3,Answer.event-valid1,Answer.event-valid2,Answer.event-valid3
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",VnmyM2hBzMu0s5I92imNrQ==,PersonX walks the floor,Q8xv/2bM1PgysekVoaK94g==,PersonX needs a new desk,crQZpJQZZNvEAwn5Zaxw9A==,PersonX goes out with a bang,PersonX walks the floor,PersonX needs a new desk,PersonX goes out with a bang,makes sure things are going smoothly,buys a new one at the store,makes a scene while leaving,is a casino manager,desk fell apart,is quitting their job,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",HHhklX6GP2/1TnRuk+sVxg==,PersonX jumps the queue,g2Dvhvp9N0bmftsIyl0QHQ==,PersonX unloads the groceries,1Gj24f/+rNkPQvI6AIGs4Q==,PersonX runs the marathon,PersonX jumps the queue,PersonX unloads the groceries,PersonX runs the marathon,smiles and laughs because he knew what he did was wrong,sits down on the couch to rest because he is tired,is exhausted from running the long marathon and gets something to drink,wants to play the video game and cant wait to get in,gets home from a long day from shopping,is thinking about running the marathon for charity,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",U4NYCdj9/w2o6IgA3SrUpg==,PersonX meets PersonY at the park,K23QlPOtW41k4BGcCXyIJg==,PersonX finally came,rFTRI6VMO/lFHHsYNEY6mw==,PersonX puts posters,PersonX meets PersonY at the park,PersonX finally came,PersonX puts posters,has a business meeting with PersonY at the park.,walks into their house.,{},sets up a meeting with PersonY.,is driving home from work.,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",9K9RVUtAFq056bxj/adW2g==,PersonX gets out of dodge,AdSpHmDjID3s7BYuWDOadA==,PersonX leaves class,OaAqdi+Bq1TGJZJZ5Woriw==,PersonX comes out of the woodwork,PersonX gets out of dodge,PersonX leaves class,PersonX comes out of the woodwork,is happy they're out of dodge,does homework,lives out of woodwork,hates dodge,goes to class,goes into woodwork,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",QzoBEx+iIIan8kPb6uVZLA==,PersonX makes PersonX's exit,C9yV1gqWn7A2h6CrlB3iow==,PersonX gets a fire going,mXjY3JO70HOTClaxiqNPeQ==,PersonX continues to work,PersonX makes PersonX's exit,PersonX gets a fire going,PersonX continues to work,disappears into the night,roasts smores,ignores the phone,rudely interrupts the speaker,collects firewoods,hears the phone ringing,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",bYczZWVN/RwfCZx//8qJIA==,PersonX wants a divorce,QVkaU29aUM2EAJnNAmViFQ==,PersonX gets PersonX's moneys worth,OLV14x0O8nlKC5ghTNWEOg==,PersonX takes PersonY's back,PersonX wants a divorce,PersonX gets PersonX's moneys worth,PersonX takes PersonY's back,packs their things to leave,has a full stomach,{},screams at their spouse,bought a meal at the mall,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",W9QqyHK8R+ElZqNn9D0KPg==,PersonX wanders around,QAJYb92n8xonFDKsFOihhA==,PersonX continues PersonX's studies,uMWPZ2Ud2Xafn2gkvvcBgw==,PersonX takes it to the store,PersonX wanders around,PersonX continues PersonX's studies,PersonX takes it to the store,finds their glasses.,raises their grade.,receives a refund.,is looking for their lost glasses.,is failing in their class.,has a defective product.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",q/HM+N5IwrLpJ5ddEHi3gQ==,PersonX decides to investigate,zDFx9yseSU6A+rc9TvEAFg==,PersonX organizes along lines,nVY1hg47hib7Sp+6jWdccQ==,PersonX receives a package,PersonX decides to investigate,PersonX organizes along lines,PersonX receives a package,sees a raccoon in the basement.,{},thanks the mailman for delivering the package.,hears a sound in the basement.,{},sees the mailman coming up his walk.,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",6G4KaWyIWWm6ro/Fh4TOeQ==,PersonX checks PersonY's email,n7qvvEWn7YmAakc9z6OiiA==,PersonX takes part in affairs,I8fz2Q8RHz0nTUFiA8Fzbw==,PersonX walks behind PersonY,PersonX checks PersonY's email,PersonX takes part in affairs,PersonX walks behind PersonY,X thanks PersonY for giving him access to the email.,X gathers all thee brochure to take home.,X asks where PersonY was headed.,X asks PersonY for some ideas.,X attends the meeting.,X looks for PersonY.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",DZLyxeyxwTPC+PUeJz+27Q==,PersonX looks into PersonY's eyes,jCuUqXap+2sxR/bCrKdW1A==,PersonX speaks PersonY's name,0y0zrXI8SFa8b6bRq+qKVg==,PersonX wants some ice cream,PersonX looks into PersonY's eyes,PersonX speaks PersonY's name,PersonX wants some ice cream,tells her that he thinks that she is cute,notices that she sees him and walks over to her,gets in his car and heads to dairy queen to pick up a cone,is talking to a girl that he likes,sees her friend across the hall,sees a commercial on tv,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",nF7oMm7uT75fmsS0VnbDAg==,PersonX decides PersonX's fate,CBhA0zObuThE2+HSY1KqyA==,PersonX gives PersonY the opportunity,U8lsLpedv/xYAJpfq7tadA==,PersonX wakes up the next day,PersonX decides PersonX's fate,PersonX gives PersonY the opportunity,PersonX wakes up the next day,completes goals,compliments PersonY for hard work,gets ready for work,believes in PersonX,hires PersonY,goes to sleep,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",1+08+tgdR8GOLpkQS8S5Ww==,PersonX makes some eggs,TMt/xHP9mLVMMv/7ruwCyQ==,PersonX earns PersonX's livelihood,IBD0y9V7M1htcfCheIuklg==,PersonX cooks dinner for PersonX's family,PersonX makes some eggs,PersonX earns PersonX's livelihood,PersonX cooks dinner for PersonX's family,eats his breakfast,notices a discrepancy,cleans up after Person X's family,gets out of bed,looks at his paycheck,comes home from work,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",rDXxk6tx8ocz1hIARUmHuQ==,PersonX presses the on button,OccoC47XNkl3tgaDTgASCA==,PersonX waits for the other shoe to drop,Q9yinhKAlgHti2ju8cNGyA==,PersonX gets along well,PersonX presses the on button,PersonX waits for the other shoe to drop,PersonX gets along well,rides the elevator up,is relieved when everything is okay,makes lots of friends,needs the elevator,has had a bad string of luck,starts a new school,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",XZown6NxAkPEM5BuQ/5XlA==,PersonX finds a frog,4oIWhA2NBOJuqJx0lBAEGA==,PersonX becomes a model,MUgVYM8+TGdIorAQSx0JKA==,PersonX gives PersonY room,PersonX finds a frog,PersonX becomes a model,PersonX gives PersonY room,puts the frog back in the pond.,quits modeling after they want them to be skinnier.,claps when Person flips over and over.,is walking around the pond.,goes to New York to get a job.,wants PersonY to do a flip.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",RVNOZK37DS68gXv4yuUSoA==,PersonX casts PersonY's eyes,wLpeDHD/uTUMzTXDsGVKpg==,PersonX joins PersonY together,t5Ir9c1Cib3GvGWXZms6dw==,PersonX does n't know anyone,PersonX casts PersonY's eyes,PersonX joins PersonY together,PersonX does n't know anyone,is sad the person did not see it,enjoys making someone happy,leaves the party and goes home.,Sees a strange light in the sky,hears their friend is lonely,goes to a party,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",4Qby3HKco0FnTyWUstL2/A==,PersonX throws PersonY back,dQBS4idh3cSYr32Ke+CK2Q==,PersonX wants to see PersonY again,3ldkLWOFheCZhiV5eJeqhg==,PersonX has another baby,PersonX throws PersonY back,PersonX wants to see PersonY again,PersonX has another baby,{},books a trip to see PersonY.,takes the baby home from the hospital.,catches PersonY o,receives a letter from PersonY.,finds out they're pregnant.,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",kLMQ4VRi3YtB52OaX28w7w==,PersonX slaps PersonY's face,AG+yfanypw7aFv0Wn3tq1A==,PersonX really liked PersonY,4bdnPEDqDh14Du+Si7D/eg==,PersonX finds PersonY's ring,PersonX slaps PersonY's face,PersonX really liked PersonY,PersonX finds PersonY's ring,turns around and stomps away,exchanges numbers with PersonY to get together later,is thanked by PersonY,gets furious with PersonY,meets PersonY at a charity event,learns that PersonY lost their ring in the pool,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",DjRrpWH36TKZq8FdRAAChA==,PersonX saves PersonX's country,MX73bysw9QbddFcK9iW9Ug==,PersonX is completely ruined,Zobgf/HNGcXXEkxr13TjkA==,PersonX gives battle,PersonX saves PersonX's country,PersonX is completely ruined,PersonX gives battle,is awarded a medal of honor.,becomes homeless.,{},goes to war.,goes bankrupt.,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",PrT4H4cyY8W8b97WkaBHag==,PersonX sees PersonY well,nUZhL6PpTSLnemuNj92PLw==,"PersonX eats , drank",/yeTg+/7HCJlU5WXhxgnHQ==,PersonX dots the is and cross the ts,PersonX sees PersonY well,"PersonX eats , drank",PersonX dots the is and cross the ts,trusts PersonY,leaves a big tip,signs paperwork,knows PersonY since birth,goes to a new restaurant,reviews paperwork,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",SyduW59TAm6x750IkEOdhQ==,PersonX has ice cream,0WGDAAeswyOoMs7EYwAn1Q==,PersonX uses drugs,s1mNvwLOSC/C0+k97sV5gA==,PersonX has a good idea,PersonX has ice cream,PersonX uses drugs,PersonX has a good idea,greets someone,loses home,stops to write it down,goes to a parlor,loses a job,walks along the sidewalk,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dT+61tWt+Y90PKruMISfew==,PersonX tells PersonY would come,vEas4a6DCEUY2jensGYOiw==,PersonX learns the hard way,SkYYwvBPp4EtlVRFrE2bog==,PersonX increases PersonX's share,PersonX tells PersonY would come,PersonX learns the hard way,PersonX increases PersonX's share,{},wipes the blood off their head.,gains extra shares of a company.,{},rides a bike without a helmet.,divides shares to invest in.,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",EIWpjLN53WzlhYk9PqvHiQ==,PersonX has gotten lost,2p7P5NjxvDRhnStuUzARVg==,PersonX loses PersonY's virginity,hXREJ+6BfsJw3EKHumj4Uw==,PersonX takes the exam,PersonX has gotten lost,PersonX loses PersonY's virginity,PersonX takes the exam,retraces their steps.,drives PersonY home.,passes the exam.,started to search for treasure.,takes Person Y on a date.,studies for a test.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",4ngJ/vsxcFZDTCCdFFB3Dg==,PersonX loses badly,4/sTnDFll7bn+Zqal+aTQA==,PersonX goes to buy a new one,mhXFQw4uGI++Ik6UqIbdrA==,PersonX sees every day,PersonX loses badly,PersonX goes to buy a new one,PersonX sees every day,practices chess a lot from now on.,takes better care of his new thermos.,keeps close track of his glasses at all times.,plays chess.,breaks his thermos.,gets new glasses.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",/8miNqSX7o1y7WXFgeZl1A==,PersonX quickly began,tzfv2pzU3cYIZLQVdTnb5w==,PersonX gets PersonY's ticket,+N+mwk7gEBbF+/ZY0XEooQ==,PersonX alters PersonY's course,PersonX quickly began,PersonX gets PersonY's ticket,PersonX alters PersonY's course,finishes ahead of schedule,gets paid back by PersonY,ruins PersonY's future,receives new assignment,invites PersonY to a concert,operates alone,,,
