Title,Description,Keywords,NUMBER,SENTENCE
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",199,"El diseño interior es clásico , con una abundante instrumentación analógica y muy pocas concesiones al confort ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",349,El coche sin llave .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",200,"Quedé absolutamente sorprendido cuando vi este coche por primera vez , hará cosa de un año o un año y medio ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",350,"En cuanto pude me lo quité y jamás me volveré a comprar un Lancia , sea el modelo que sea ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",351,"Antes haré una recapitulación de fallos , todo esto groso modo , por si algun cabezita loca piensa comprarse uno de estos ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",352,El motor como ya he dicho es de 6 cilindros lo que hace que sea mas redondo y menos brusco que el 5 cilindros del 270 .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",353,El Bentley continental pertenece al grupo Wolkswagen .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",354,Se trata de un gran coche utilitario de clase media .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",355,un automovil que combina perfectamente la elegancia y el prestigio con el caracter dinamico de un deportivo .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",356,Porche ha logrado poner en manos de sus clientes un auto docil como para desplazarse a diario a la oficina o como en el circuito .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",357,"Tiene una aceleración suave , y va muy bien a velocidades &quot; altas &quot;."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",358,"Creo que es un coche que resultó muy coqueto al principio , pero sus prestaciones eran las adecuadas para la época ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",359,Lo que pasa es que mi coche es un Citroen Saxo de color azul metalizado y por eso le llamo pitufo .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",360,Tenerife a 18 de abril de 2007 .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",361,Esto es un Mercedes .... me pregunte ???
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",362,Mas o menos en 2000 .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",363,"ha pasado cinco veces por taller , estamos esperando la respuesta de peugeot , que se lava las manos ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",364,"TIEMPO ESTIMADO ENTRE RECLAMACIONES Y QUEJAS , TOTAL DECIDEN CAMBIARMELO AL AÑO ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",365,Si ustedes os lo podeis permitir haceros con este coche y tendreis coche para toda la vida .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",366,Acostumbrado a un Saxo .. . que podia decir .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",367,- La radio se enciende sola .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",368,"Lo mas gracioso fue estando a punto de vencer mi garantia , que se quemó la junta de la culata ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",369,"Su peso es de 1 . 100 kg , asi que nos queda una relacion entre potencia / peso muy alta ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",370,"El coche va fenomenal , y una de las cosas es la recuperación del coche es genial , el motor tiene genio ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",371,"Ahora me arrepiento no haberme comprado el Sonata 3 . 3 , debe ser una pasada"
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",372,"Pongo en el formulario que sigue que todo es excelente , porque por ese precio ... uno o dos besos"
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",373,"El servicio técnico me prometió en su día que estudiarian el caso , incluso para cambiarme el coche , pero nunca más supe de ellos ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",374,Por todo lo anterior no lo recomendaría ni a mi peor enemigo .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",375,"Yo , personalmente cuando me cambie de coche me compre otro Volvo ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",376,"el coche estaba hasta con el techo doblado , pero los del seguro lo dio siniestro total ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",377,EN FIN QUE ES UN COCHE A RECOMENDAR .
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",378,"no entiendo nada de motores , pero pregunte al jefe de taller que pieza seguia en ese circuito y me dijo que el catalizador ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",379,"Su línea resulta compacta , sin romper en ningún momento con su armonioso diseño ."
Anotaci\u00f3n de opiniones positivas y negativas,De manera aleatoria se te mostrar\u00e1n oraciones que expresan opiniones sobre modelos de autom\u00f3vil. Deber\u00e1s indicar si corresponden a opiniones positivas  o a opiniones negativas.,"opinion, sentence, sentiment, spanish, polarity, rafael, text, annotation",380,- No quieres gastar y despilfarrar el dinero en piezas .
