Title,Description,Keywords,situation,source-id
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She was being weighed and realized she had gained a ton.,rocstories/a8684985-81e7-402d-971b-0e9a6e4c7ace/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Carla checked with the clerk for her mail.,rocstories/e6921018-6a7d-4698-bd37-c2bdc2abf416/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He couldn't find the book anywhere in his house.,rocstories/d13ce05c-eed9-4443-b5aa-8e02ea30b31b/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He called the police and reported his missing items.,rocstories/06d66131-c91c-4e94-8bef-8e5b4afc8b22/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Tom wasn't aware they were stronger.,rocstories/524b415a-e9ea-445e-932e-0a8124c30bad/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",And she danced for over an hour in her house.,rocstories/1d36e273-2362-4128-b9c8-b46d98708a29/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Sue wanted to work on her golf swing.,rocstories/dc26c1d4-6d9d-4e86-9adf-a59f7962bb18/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",At first he tried to personalize every response he gave manuscripts.,rocstories/def26b10-ea56-4f6f-a710-2d9dcf8d0249/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I knew that she would get home late with no time to cook dinner.,rocstories/1bbd07ae-caa8-4fd8-9114-20ab3288212f/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","After a visit with his doctor, Andy was told to eat healthier.",rocstories/affd4288-ed25-4cbe-9c47-7e9157669646/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My son enjoyed his new stories being read to him.,rocstories/c8a7de06-4270-4ad8-b33b-4e16a94af738/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She often dreamed of the day that she would be able to drive.,rocstories/62b33fb6-89f7-41f2-b320-92d9b243ea69/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Sam was in the top 3 in his department.,rocstories/06614d10-66e9-4dfb-82c3-00b7c142b34e/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She still needed to find something to wear to her event.,rocstories/0afd6e00-feac-4673-92ee-4d4f411bfc50/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","To his surprise, his card was declined.",rocstories/ab8ac71b-9415-4ef0-96b3-f2b93a8bbff8/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",His partner thought he looked ridiculous.,rocstories/e0059df0-f011-4922-8987-e8715ec3c2f6/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It took me twenty minutes to cook them.,rocstories/5bdf2a52-8696-40ba-bff8-0bdb482064fb/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They all wished they could go back home and watch their TV's.,rocstories/93dc420a-7fc9-4b15-a202-a670c2500827/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I expressed that my heart was broken.,rocstories/5a9edfd1-0f1c-46d1-9be0-cb40f57ac0bd/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They all gobbled it up when they came inside.,rocstories/13e13444-2a5c-445c-8d9a-cc957840c2e5/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Emily loved her stuffed animal, Tinky.",rocstories/8c0911ec-ff4f-45a9-b4cb-3fc37ae8eaea/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He slipped and slammed his arm into the ground.,rocstories/42192d65-2bd2-4580-b600-6217e00e3d98/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","He went out on the floor, closed his eyes and started moving.",rocstories/273f210f-e552-4de4-aef7-2bbcd29bec43/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She planned out a Bahamas beach getaway for her and her boyfriend.,rocstories/8d0f4d27-782e-4eb0-ad2e-16e9e3e4b6e2/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I proposed to her on the park bench where we met.,rocstories/53effaa5-59a1-450b-a328-e6c41556619e/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Joe went to his son's game and his son won.,rocstories/ed040cea-70c4-4bed-8c4f-ac6c47509319/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She thought she heard another girl insulting her.,rocstories/e636981c-0323-4a48-8c07-d3df5641ef86/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","During a jump scare, he jumped up out of his seat.",rocstories/c33706fa-7b2b-4bb5-8839-c0a3ec6cd2aa/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Eventually they told John the doctor couldn't see him that day.,rocstories/ef3afecb-8caf-459e-81d8-35aa821f1501/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They also ate some of their delicious treats.,rocstories/6ccc8508-4658-4929-8a96-c3b3dd9074b7/sentence4/original
