Title,Description,Keywords,situation,question,type
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","While my parents were fast asleep, I uprooted their flowers",Why did you uproot their flowers?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",judging someone based on their income.,How much income do they have?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Ross takes paper and printer ink from the supply closet at work, without asking for permission, to print the flyers",How many flyers did Ross print?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",relying too heavily on a single person to bring you happiness,What do you rely on them for?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jenna starts locking her door when she isn't in her room,How does Jenna feel about this?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jasmine sleeps with the new man while still married to her husband,Why does Jasmine sleep with the new man?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being frustrated.,What are you frustrated about?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",starting a new life together.,What do you want to do together?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I went to the desert on a horse with no name to bring water to the town,What was the horse's name?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I created a online business to sell cool products,What products did you sell?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Bill decides to do some push-ups and calisthenics,What does Bill do to exercise?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",telling your significant other if they are not acting right.,How are they acting?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being clumsy.,Why are you clumsy?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sam comforts and hugs his son,What did his son do?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I poured bleach on my neighbor's plants while they were away,Why did you do that?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Dave tells Kevin that he is disgusting and that he should be ashamed of himself,What did Kevin do?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",taking care of your mental health,How are you taking care of your mental health?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",opening up to others.,How do others perceive you?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sam loudly slurps his soup as he quickly sucks down the whole bowl,How much soup did Sam eat?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting to have an economical car.,How much does it cost?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sherry decides to put a sign for the political party that she supports in her front yard in clear view of her neighbor's house,What party is Sherry supporting?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I borrowed money from a friend and plan to pay it back,How much did you borrow?,t5_0.6
