Title,Description,Keywords,clip,sent,phrase,Answer.answer,Answer.bad_sent,Answer.commentbox,Answer.question,Approve,Reject
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop happens to the passengers.,happens to,yes,,{},An abrupt stop happens to the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop happens to the passengers.,happens to,yes,,{},An abrupt stop happens to the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop happens to the passengers.,happens to,yes,,{},An abrupt stop happens to the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop happens to the passengers.,happens to,yes,,{},An abrupt stop happens to the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop happens to the passengers.,happens to,yes,,{},An abrupt stop happens to the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.00.500-00.55.03.900,Small alien aircraft cruise overhead.,cruise,yes,,{},Small alien aircraft cruise overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.00.500-00.55.03.900,Small alien aircraft cruise overhead.,cruise,yes,,{},Small alien aircraft cruise overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.00.500-00.55.03.900,Small alien aircraft cruise overhead.,cruise,yes,,{},Small alien aircraft cruise overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.00.500-00.55.03.900,Small alien aircraft cruise overhead.,cruise,yes,,{},Small alien aircraft cruise overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.00.500-00.55.03.900,Small alien aircraft cruise overhead.,cruise,yes,,{},Small alien aircraft cruise overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",gazes,yes,,{},"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",gazes,yes,,{},"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",gazes,yes,,{},"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",gazes,yes,,{},"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",gazes,yes,,{},"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns finishes a golf tee while reading a Bible.,finishes,no,,{},Kerns finishes a golf tee while reading a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns finishes a golf tee while reading a Bible.,finishes,yes,,{},Kerns finishes a golf tee while reading a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns finishes a golf tee while reading a Bible.,finishes,yes,,{},Kerns finishes a golf tee while reading a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns finishes a golf tee while reading a Bible.,finishes,yes,,{},Kerns finishes a golf tee while reading a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns finishes a golf tee while reading a Bible.,finishes,no,True,{},Kerns finishes a golf tee while reading a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz glances downward with a wistful smirk.",glances,yes,,{},"Avoiding John gaze, Nantz glances downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz glances downward with a wistful smirk.",glances,no,,{},"Avoiding John gaze, Nantz glances downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz glances downward with a wistful smirk.",glances,yes,,{},"Avoiding John gaze, Nantz glances downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz glances downward with a wistful smirk.",glances,yes,,{},"Avoiding John gaze, Nantz glances downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz glances downward with a wistful smirk.",glances,yes,,{},"Avoiding John gaze, Nantz glances downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.10.000-00.55.16.793,The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,frown,yes,,{},The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.10.000-00.55.16.793,The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,frown,no,,{},The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.10.000-00.55.16.793,The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,frown,yes,,{},The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.10.000-00.55.16.793,The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,frown,yes,,{},The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.10.000-00.55.16.793,The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,frown,yes,,{},The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz peers downward with a wistful smirk.",peers,yes,,{},"Avoiding John gaze, Nantz peers downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz peers downward with a wistful smirk.",peers,yes,,{},"Avoiding John gaze, Nantz peers downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz peers downward with a wistful smirk.",peers,yes,True,{},"Avoiding John gaze, Nantz peers downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz peers downward with a wistful smirk.",peers,yes,,{},"Avoiding John gaze, Nantz peers downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz peers downward with a wistful smirk.",peers,yes,,{},"Avoiding John gaze, Nantz peers downward with a wistful smirk.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while panning a Bible.,panning,yes,,{},Kerns chews a golf tee while panning a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while panning a Bible.,panning,no,,{},Kerns chews a golf tee while panning a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while panning a Bible.,panning,yes,,{},Kerns chews a golf tee while panning a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while panning a Bible.,panning,no,True,{},Kerns chews a golf tee while panning a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while panning a Bible.,panning,no,,{},Kerns chews a golf tee while panning a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.21.132-00.55.26.949,"The Marines aim their rifle skyward, Mottola indicates his radio.",indicates,yes,,{},"The Marines aim their rifle skyward, Mottola indicates his radio.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.21.132-00.55.26.949,"The Marines aim their rifle skyward, Mottola indicates his radio.",indicates,yes,,{},"The Marines aim their rifle skyward, Mottola indicates his radio.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.21.132-00.55.26.949,"The Marines aim their rifle skyward, Mottola indicates his radio.",indicates,yes,,{},"The Marines aim their rifle skyward, Mottola indicates his radio.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.21.132-00.55.26.949,"The Marines aim their rifle skyward, Mottola indicates his radio.",indicates,yes,,{},"The Marines aim their rifle skyward, Mottola indicates his radio.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.21.132-00.55.26.949,"The Marines aim their rifle skyward, Mottola indicates his radio.",indicates,no,,Mottola uses his radio not indicates.,"The Marines aim their rifle skyward, Mottola indicates his radio.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while flipping a Bible.,flipping,no,,{},Kerns chews a golf tee while flipping a Bible.,,
