Title,Description,Keywords,obs1,obs2,generatedHyp,model,Answer.grammatical,Answer.understandable,Answer.o1_h_coherence,Answer.h_o2_coherence,Answer.overall_coherence,Answer.overall_informativeness,Answer.not-understandable-reason
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Dave was friends with all the cool kids in school.," Dave said no to Mike, and no one seemed to care.","He was the class clown, and he was always the first one to come up with the best jokes.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Music was Kat's life.," She completed her studies with honors, and is now a renowned pianist.","She was born in the small town of Kamloops, British Columbia, Canada, and grew up in a musical family.",delorean_x_only,2,2,2,1,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Music was Kat's life.," She completed her studies with honors, and is now a renowned pianist.","She was born in the small town of Kamloops, British Columbia, Canada, and grew up in a musical family.",delorean_x_only,2,2,2,1,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Music was Kat's life.," She completed her studies with honors, and is now a renowned pianist.","She was born in the small town of Kamloops, British Columbia, Canada, and grew up in a musical family.",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I wanted some guacamole.," Finally, the guacamole tasted delicious!",I had a bag of frozen corn and I wanted to make guacamole.,delorean_x_only,2,2,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I wanted some guacamole.," Finally, the guacamole tasted delicious!",I had a bag of frozen corn and I wanted to make guacamole.,delorean_x_only,2,2,-1,1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I wanted some guacamole.," Finally, the guacamole tasted delicious!",I had a bag of frozen corn and I wanted to make guacamole.,delorean_x_only,2,2,-1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",The children were inside playing when they heard music.,The children excitedly bought ice cream cones.,They heard the music and went outside ice cream cones and ice cream sandwiches.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",The children were inside playing when they heard music.,The children excitedly bought ice cream cones.,They heard the music and went outside ice cream cones and ice cream sandwiches.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,-1,1,1,1,1,There is nothing saying if they ordered or ate ice cream cones.
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",The children were inside playing when they heard music.,The children excitedly bought ice cream cones.,They heard the music and went outside ice cream cones and ice cream sandwiches.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,-1,-2,1,-1,,went outside ice cream cones and ice cream sandwiches makes no sense
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sue was cooking spaghetti noodles.,Sue burned the noodles.,"She 'I'm going to make a big pot of spaghetti,' she said.",delorean_x_only,-1,1,1,1,1,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sue was cooking spaghetti noodles.,Sue burned the noodles.,"She 'I'm going to make a big pot of spaghetti,' she said.",delorean_x_only,-2,1,2,1,1,2,{}
