Title,Description,Keywords,e1_0,e2_0,relation_0,score_0,gold_triple_idx_0,readable_relation_0,e1_1,e2_1,relation_1,score_1,gold_triple_idx_1,readable_relation_1,e1_2,e2_2,relation_2,score_2,gold_triple_idx_2,readable_relation_2,e1_3,e2_3,relation_3,score_3,gold_triple_idx_3,readable_relation_3,e1_4,e2_4,relation_4,score_4,gold_triple_idx_4,readable_relation_4,e1_5,e2_5,relation_5,score_5,gold_triple_idx_5,readable_relation_5,e1_6,e2_6,relation_6,score_6,gold_triple_idx_6,readable_relation_6,e1_7,e2_7,relation_7,score_7,gold_triple_idx_7,readable_relation_7,e1_8,e2_8,relation_8,score_8,gold_triple_idx_8,readable_relation_8,e1_9,e2_9,relation_9,score_9,gold_triple_idx_9,readable_relation_9
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX cuts PersonY's hand,i breath deeply in relief,xIntent,0.36766976,229,intent of PersonX,PersonX cuts PersonY's hand,to hurt PersonY,xIntent,0.3594855,229,intent of PersonX,PersonX cuts PersonY's hand,to hurt person y,xIntent,0.2911775,229,intent of PersonX,PersonX cuts PersonY's hand,each other,xIntent,0.287707,229,intent of PersonX,PersonX cuts PersonY's hand,revenge,xIntent,0.26171708,229,intent of PersonX,PersonX cuts PersonY's hand,to fight,xIntent,0.2547528,229,intent of PersonX,PersonX cuts PersonY's hand,to express anger,xIntent,0.23491415,229,intent of PersonX,PersonX cuts PersonY's hand,to hurt someone,xIntent,0.21782926,229,intent of PersonX,PersonX cuts PersonY's hand,to be in charge,xIntent,0.20970044,229,intent of PersonX,PersonX cuts PersonY's hand,to take revenge,xIntent,0.20871894,229,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX needs money badly,none,xIntent,0.7352585,574,intent of PersonX,PersonX needs money badly,their life,xIntent,0.41467106,574,intent of PersonX,PersonX needs money badly,every moment,xIntent,0.3933294,574,intent of PersonX,PersonX needs money badly,a lot of things,xIntent,0.34103963,574,intent of PersonX,PersonX needs money badly,their virginity,xIntent,0.2901119,574,intent of PersonX,PersonX needs money badly,their life back,xIntent,0.27209896,574,intent of PersonX,PersonX needs money badly,b,xIntent,0.2675087,574,intent of PersonX,PersonX needs money badly,their watch back,xIntent,0.2455848,574,intent of PersonX,PersonX needs money badly,his documents back,xIntent,0.24473602,574,intent of PersonX,PersonX needs money badly,goes to his friend,xIntent,0.24190831,574,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX wraps PersonY's hands,gets yelled at,oEffect,0.48811314,30,effect on others besides PersonX,PersonX wraps PersonY's hands,cries,oEffect,0.44465992,30,effect on others besides PersonX,PersonX wraps PersonY's hands,smiles,oEffect,0.4300674,30,effect on others besides PersonX,PersonX wraps PersonY's hands,yells,oEffect,0.4067537,30,effect on others besides PersonX,PersonX wraps PersonY's hands,none,oEffect,0.37116867,30,effect on others besides PersonX,PersonX wraps PersonY's hands,blushes,oEffect,0.36612335,30,effect on others besides PersonX,PersonX wraps PersonY's hands,gets thanked,oEffect,0.35446912,30,effect on others besides PersonX,PersonX wraps PersonY's hands,thanks PersonX,oEffect,0.32179016,30,effect on others besides PersonX,PersonX wraps PersonY's hands,PersonY yells at PersonX,oEffect,0.2824705,30,effect on others besides PersonX,PersonX wraps PersonY's hands,punished,oEffect,0.2823661,30,effect on others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX gets long,none,oReact,0.8911862,579,reaction of others besides PersonX,PersonX gets long,their virginity,oReact,0.3312037,579,reaction of others besides PersonX,PersonX gets long,their makeup,oReact,0.29185128,579,reaction of others besides PersonX,PersonX gets long,each other,oReact,0.27333462,579,reaction of others besides PersonX,PersonX gets long,their dress,oReact,0.27073786,579,reaction of others besides PersonX,PersonX gets long,the crowd,oReact,0.24592394,579,reaction of others besides PersonX,PersonX gets long,his skateboard,oReact,0.2398146,579,reaction of others besides PersonX,PersonX gets long,PersonY's love,oReact,0.23757061,579,reaction of others besides PersonX,PersonX gets long,every moment,oReact,0.22093815,579,reaction of others besides PersonX,PersonX gets long,themselves,oReact,0.21034168,579,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX sells candy bars,rich,xAttr,0.6256432,230,attributes of PersonX,PersonX sells candy bars,greedy,xAttr,0.6068007,230,attributes of PersonX,PersonX sells candy bars,ambitious,xAttr,0.5766412,230,attributes of PersonX,PersonX sells candy bars,generous,xAttr,0.56946754,230,attributes of PersonX,PersonX sells candy bars,busy,xAttr,0.55055565,230,attributes of PersonX,PersonX sells candy bars,diligent,xAttr,0.5389865,230,attributes of PersonX,PersonX sells candy bars,determined,xAttr,0.51766247,230,attributes of PersonX,PersonX sells candy bars,responsible,xAttr,0.5123144,230,attributes of PersonX,PersonX sells candy bars,hardworking,xAttr,0.50594115,230,attributes of PersonX,PersonX sells candy bars,competent,xAttr,0.4642026,230,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX takes PersonY to a doctor,responsible,xReact,0.6423193,31,reaction of PersonX,PersonX takes PersonY to a doctor,relieved,xReact,0.62561655,31,reaction of PersonX,PersonX takes PersonY to a doctor,caring,xReact,0.61355495,31,reaction of PersonX,PersonX takes PersonY to a doctor,happy to help,xReact,0.5917792,31,reaction of PersonX,PersonX takes PersonY to a doctor,protective,xReact,0.50314766,31,reaction of PersonX,PersonX takes PersonY to a doctor,powerful,xReact,0.48945102,31,reaction of PersonX,PersonX takes PersonY to a doctor,satisfied,xReact,0.47375765,31,reaction of PersonX,PersonX takes PersonY to a doctor,kind,xReact,0.46298978,31,reaction of PersonX,PersonX takes PersonY to a doctor,guilty,xReact,0.4492177,31,reaction of PersonX,PersonX takes PersonY to a doctor,generous,xReact,0.4475683,31,reaction of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX assumes PersonY role,convincing,xAttr,0.52204806,231,attributes of PersonX,PersonX assumes PersonY role,sure of themselves,xAttr,0.4918263,231,attributes of PersonX,PersonX assumes PersonY role,persuasive,xAttr,0.464824,231,attributes of PersonX,PersonX assumes PersonY role,friendly,xAttr,0.44543734,231,attributes of PersonX,PersonX assumes PersonY role,influential,xAttr,0.43787596,231,attributes of PersonX,PersonX assumes PersonY role,dominant,xAttr,0.41512123,231,attributes of PersonX,PersonX assumes PersonY role,helpful,xAttr,0.38905424,231,attributes of PersonX,PersonX assumes PersonY role,manipulative,xAttr,0.38707313,231,attributes of PersonX,PersonX assumes PersonY role,caring,xAttr,0.35999045,231,attributes of PersonX,PersonX assumes PersonY role,commanding,xAttr,0.3551198,231,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX lands on the floor,none,oReact,0.60809356,582,reaction of others besides PersonX,PersonX lands on the floor,clumsy,oReact,0.31375018,582,reaction of others besides PersonX,PersonX lands on the floor,hurt,oReact,0.2810983,582,reaction of others besides PersonX,PersonX lands on the floor,their virginity,oReact,0.2729032,582,reaction of others besides PersonX,PersonX lands on the floor,afraid,oReact,0.25029805,582,reaction of others besides PersonX,PersonX lands on the floor,PersonY's love,oReact,0.23591009,582,reaction of others besides PersonX,PersonX lands on the floor,the team is forced to pack up and go home as there are no other balls to play with,oReact,0.22237776,582,reaction of others besides PersonX,PersonX lands on the floor,x has to update y on the changes in the system,oReact,0.20360905,582,reaction of others besides PersonX,PersonX lands on the floor,their presence,oReact,0.20169407,582,reaction of others besides PersonX,PersonX lands on the floor,yelp,oReact,0.20167196,582,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX loves  better,their virginity,xIntent,0.44570318,32,intent of PersonX,PersonX loves  better,none,xIntent,0.43543693,32,intent of PersonX,PersonX loves  better,every moment,xIntent,0.31898263,32,intent of PersonX,PersonX loves  better,their life,xIntent,0.29584306,32,intent of PersonX,PersonX loves  better,their own bike,xIntent,0.29018652,32,intent of PersonX,PersonX loves  better,their life back,xIntent,0.2799781,32,intent of PersonX,PersonX loves  better,a lot of things,xIntent,0.27885634,32,intent of PersonX,PersonX loves  better,each other,xIntent,0.27011073,32,intent of PersonX,PersonX loves  better,their watch back,xIntent,0.2618766,32,intent of PersonX,PersonX loves  better,his skateboard,xIntent,0.2547567,32,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX graduates with a degree,to celebrate,oWant,0.5902619,232,others besides PersonX might now want to,PersonX graduates with a degree,none,oWant,0.55740714,232,others besides PersonX might now want to,PersonX graduates with a degree,to study,oWant,0.53230155,232,others besides PersonX might now want to,PersonX graduates with a degree,to congratulate PersonX,oWant,0.49734342,232,others besides PersonX might now want to,PersonX graduates with a degree,celebrate,oWant,0.48819667,232,others besides PersonX might now want to,PersonX graduates with a degree,study,oWant,0.3554811,232,others besides PersonX might now want to,PersonX graduates with a degree,i breath deeply in relief,oWant,0.32288957,232,others besides PersonX might now want to,PersonX graduates with a degree,to practice,oWant,0.29672986,232,others besides PersonX might now want to,PersonX graduates with a degree,to celebrate with PersonX,oWant,0.28771538,232,others besides PersonX might now want to,PersonX graduates with a degree,to praise PersonX,oWant,0.27293128,232,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX buys PersonX's supplies,none,oReact,0.85885775,586,reaction of others besides PersonX,PersonX buys PersonX's supplies,PersonY's love,oReact,0.25682765,586,reaction of others besides PersonX,PersonX buys PersonX's supplies,prepared,oReact,0.22829357,586,reaction of others besides PersonX,PersonX buys PersonX's supplies,their virginity,oReact,0.22721848,586,reaction of others besides PersonX,PersonX buys PersonX's supplies,their makeup,oReact,0.21676178,586,reaction of others besides PersonX,PersonX buys PersonX's supplies,their life,oReact,0.21473533,586,reaction of others besides PersonX,PersonX buys PersonX's supplies,each other,oReact,0.21244605,586,reaction of others besides PersonX,PersonX buys PersonX's supplies,every moment,oReact,0.20783067,586,reaction of others besides PersonX,PersonX buys PersonX's supplies,shiny,oReact,0.2048701,586,reaction of others besides PersonX,PersonX buys PersonX's supplies,their presence,oReact,0.19297476,586,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX finishes PersonX's paper,none,oReact,0.92515785,587,reaction of others besides PersonX,PersonX finishes PersonX's paper,to go to the library,oReact,0.23536256,587,reaction of others besides PersonX,PersonX finishes PersonX's paper,PersonY's love,oReact,0.22878547,587,reaction of others besides PersonX,PersonX finishes PersonX's paper,their virginity,oReact,0.22339849,587,reaction of others besides PersonX,PersonX finishes PersonX's paper,smart,oReact,0.2160768,587,reaction of others besides PersonX,PersonX finishes PersonX's paper,PersonY to say thank you,oReact,0.2105499,587,reaction of others besides PersonX,PersonX finishes PersonX's paper,their makeup,oReact,0.20310462,587,reaction of others besides PersonX,PersonX finishes PersonX's paper,each other,oReact,0.202346,587,reaction of others besides PersonX,PersonX finishes PersonX's paper,to get a good grade,oReact,0.19425552,587,reaction of others besides PersonX,PersonX finishes PersonX's paper,their presence,oReact,0.19158319,587,reaction of others besides PersonX
