Title,Description,Keywords,id,test_type,out_type,noise,idx,question,choice_0,choice_1,choice_2,choice_3,choice_4,answer,prediction,rationale,cvi
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",472,gen,RO,0,810,What would you read about an apple tree in?,new york,cat in the hat,spain,bible,ohio,bible,new york,New york is a city in the United States. Apple trees are found in New York.,0.0270802043378353
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",277,gen,RO,0,349,At the end of your meal what will a waiter do?,serve food,eat,set table,serve meal,present bill,present bill,serve food,"At the end of your meal, a waiter will serve your food.",0.1349134892225265
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",93,gen,OR,0,2110,John thought that it was relaxing to do what?,feeling better,lie back,lower blood pressure,feel happy,fall asleep,lie back,feel happy,John thought that it was relaxing to do lie back.,-0.0396452546119689
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",473,gen,R,0,515,What business is likely to have few cubicles?,bank,office building,playing,dividing work spaces,work,bank,bank,Bank is a place where money is exchanged. Business is likely to have few cubicles at bank.,1.2639672048389912
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",94,gen,R,0,620,Where do you hang a picture?,wall,desktop,table,newspaper,ceiling,wall,wall,Picture can be hanged on a wall.,0.0210161507129669
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",278,gen,R,0,1464,Why would you sit down in front of a tv?,relax,can rest,meditate,fart,drink,relax,relax,Relax is the state of being relaxed. Sitting down in front of a tv makes you relax.,0.196237601339817
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",474,gen,RO,0,63,If competing with others what emotion is useful for getting an advantage?,stress,anger,pumped,defeat,aggression,aggression,anger,"Agony is a feeling of resentment, anger or annoyance. If competing with others anger is useful to get an advantage.",2.123918116092682
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",279,gen,R,0,1625,If you're telling many people about tasks you perform you have what?,bragging,accomplish,annoyance,religion,learn about,accomplish,accomplish,Achieving is to achieve something. If you're telling many people about tasks you perform you have accomplish.,0.0325260162353515
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",95,gen,RO,0,1544,Why do people stop caring about their problems?,no problems,better themselves,face problems,learn from each other,become disillusioned,become disillusioned,no problems,People stop caring about their problems when they become disillusioned with each other because they are no longer interested in them.,-0.1199467182159423
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",475,gen,R,0,2178,what is a characteristic of one who want to give assistance?,help one,helpful,listen,prepared,humanity,helpful,helpful,Helpful is a characteristic of one who want to give assistance.,13.267592906951904
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",280,gen,OR,0,707,A lonely and mentally disturbed person may begin doing what for conversation?,cast shadow,cross street,continue learning,shadow puppet,talk to himself,talk to himself,continue learning,A lonely and mentally disturbed person may begin doing something for conversation.,1.017821192741394
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",96,gold,O,0,248,When you stroke a dogs fur what have you done?,start fighting,play,lots of attention,petted,bone,petted,petted,"Petted is to stroke or pat an animal affectionately. When you stroke a dog’s fur, we have petted.",10.258015893399715
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",281,gen,OR,0,1587,While resting what are you trying to achieve?,lazy,relaxation,falling asleep,feel better,laziness,relaxation,relaxation,"Relaxation is the state of being relaxed. While resting, you are trying to achieve relaxation.",0.0735505893826484
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",97,gen,OR,0,1544,Why do people stop caring about their problems?,no problems,better themselves,face problems,learn from each other,become disillusioned,become disillusioned,better themselves,People stop caring about their problems when they become disillusioned.,-0.0167237743735313
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",476,gold,O,0,2055,The ancient seafaring Norse tribesman brought pelts of weasel aboard his what?,rabbit warren,used car lot,chicken coop,cruise,viking ship,viking ship,viking ship,Vicking ship is a type of seafering. The ancient seafaring Norse tribesman brought pelts of weasel aboard his viking ship.,0.3791550509631634
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",282,gen,R,0,1123,Where do you put a salad bowl after it's been used?,salad bar,dishwasher,trash can,buffet,cupboard,dishwasher,dishwasher,Dishwasher is a machine that is used to wash dishes. Salad bowls are put in dishwasher after they have been used.,0.2913187071681022
